data,inizio sintomi,prelievo/diagnosi
2021-05-20,242,
2021-05-21,346,
2021-05-22,410,
2021-05-23,563,
2021-05-24,956,
2021-05-25,1173,
2021-05-26,1448,3686
2021-05-27,1363,3409
2021-05-28,1324,3410
2021-05-29,1107,2707
2021-05-30,1089,1198
2021-05-31,1177,2985
2021-06-01,1172,3169
2021-06-02,1070,1273
2021-06-03,1074,2754
2021-06-04,1026,3015
2021-06-05,869,2106
2021-06-06,705,980
2021-06-07,871,2208
2021-06-08,690,2150
2021-06-09,718,1842
2021-06-10,685,1808
2021-06-11,527,1820
2021-06-12,469,1166
2021-06-13,460,564
2021-06-14,508,1446
2021-06-15,361,1324
2021-06-16,379,1214
2021-06-17,317,1110
2021-06-18,240,1055
2021-06-19,165,777
2021-06-20,103,333
2021-06-21,93,666
2021-06-22,65,564
2021-06-23,18,223
2021-06-24,1,2
