data,inizio sintomi,prelievo/diagnosi
2022-04-03,199,
2022-04-04,316,
2022-04-05,477,
2022-04-06,765,
2022-04-07,1549,
2022-04-08,3841,
2022-04-09,8235,
2022-04-10,14643,23520
2022-04-11,21840,88568
2022-04-12,18766,60948
2022-04-13,18777,64309
2022-04-14,16988,61957
2022-04-15,15701,63481
2022-04-16,13996,52792
2022-04-17,11962,16308
2022-04-18,15601,25315
2022-04-19,24607,108664
2022-04-20,21656,75635
2022-04-21,19517,72306
2022-04-22,17132,71096
2022-04-23,13895,54758
2022-04-24,11777,23430
2022-04-25,14670,27831
2022-04-26,21884,97844
2022-04-27,17574,63196
2022-04-28,15258,56456
2022-04-29,12881,52506
2022-04-30,10981,39900
2022-05-01,10854,14986
2022-05-02,14306,64341
2022-05-03,10814,42485
2022-05-04,9454,41157
2022-05-05,6653,30340
2022-05-06,3935,25787
2022-05-07,1780,14978
2022-05-08,435,797
2022-05-09,1,
