data,inizio sintomi,prelievo/diagnosi
2021-12-11,1208,
2021-12-12,1699,
2021-12-13,3164,
2021-12-14,4396,
2021-12-15,6900,
2021-12-16,9491,
2021-12-17,13615,29867
2021-12-18,14210,24207
2021-12-19,15698,12533
2021-12-20,23052,38278
2021-12-21,23356,42150
2021-12-22,25043,51548
2021-12-23,25802,58080
2021-12-24,28542,58213
2021-12-25,28789,15326
2021-12-26,39387,29005
2021-12-27,54752,109909
2021-12-28,52537,126441
2021-12-29,45176,150262
2021-12-30,37216,155034
2021-12-31,30143,127145
2022-01-01,38357,33033
2022-01-02,36906,60720
2022-01-03,49470,201044
2022-01-04,37839,188510
2022-01-05,31079,184217
2022-01-06,24057,62140
2022-01-07,23519,201049
2022-01-08,18498,131442
2022-01-09,16009,57838
2022-01-10,17361,178048
2022-01-11,12487,126197
2022-01-12,8788,107727
2022-01-13,5380,86946
2022-01-14,2311,44690
2022-01-15,2,68
