data,inizio sintomi,prelievo/diagnosi
2020-12-03,2012,
2020-12-04,2772,
2020-12-05,3195,
2020-12-06,3191,
2020-12-07,5452,
2020-12-08,5724,
2020-12-09,7563,19880
2020-12-10,7740,20463
2020-12-11,7208,19592
2020-12-12,6765,14164
2020-12-13,6147,5780
2020-12-14,8412,17720
2020-12-15,7514,18407
2020-12-16,7267,16673
2020-12-17,7070,16326
2020-12-18,7310,16677
2020-12-19,6501,12761
2020-12-20,6707,6436
2020-12-21,7819,16647
2020-12-22,7453,19174
2020-12-23,7453,18483
2020-12-24,6964,15313
2020-12-25,5691,4546
2020-12-26,6656,7569
2020-12-27,6325,7548
2020-12-28,7537,18058
2020-12-29,6234,22809
2020-12-30,5092,22044
2020-12-31,3821,17909
2021-01-01,3034,5434
2021-01-02,2359,13766
2021-01-03,1757,7252
2021-01-04,1477,14510
2021-01-05,589,8484
2021-01-06,104,542
2021-01-07,20,5
