data,inizio sintomi,prelievo/diagnosi
2022-04-15,327,
2022-04-16,499,
2022-04-17,905,
2022-04-18,1996,
2022-04-19,4748,
2022-04-20,10583,
2022-04-21,19177,72761
2022-04-22,17319,71978
2022-04-23,14138,55586
2022-04-24,12189,24142
2022-04-25,15082,28499
2022-04-26,22479,99482
2022-04-27,18130,63841
2022-04-28,15856,57426
2022-04-29,13920,53534
2022-04-30,11861,40623
2022-05-01,12065,15318
2022-05-02,16824,68969
2022-05-03,14000,46723
2022-05-04,13859,46400
2022-05-05,12522,43365
2022-05-06,11406,40940
2022-05-07,10279,31848
2022-05-08,10031,14933
2022-05-09,14562,59340
2022-05-10,12558,40272
2022-05-11,11633,40676
2022-05-12,10087,36785
2022-05-13,8730,34998
2022-05-14,7135,25924
2022-05-15,6096,10918
2022-05-16,8080,40524
2022-05-17,4243,25383
2022-05-18,2412,17780
2022-05-19,812,1476
2022-05-20,6,2
