data,inizio sintomi,prelievo/diagnosi
2022-01-19,1600,
2022-01-20,2633,
2022-01-21,4154,
2022-01-22,7301,
2022-01-23,12640,
2022-01-24,23982,
2022-01-25,36306,152796
2022-01-26,34661,145941
2022-01-27,31273,129867
2022-01-28,29099,127571
2022-01-29,25135,99970
2022-01-30,23159,44670
2022-01-31,32338,146357
2022-02-01,29777,110487
2022-02-02,26953,102535
2022-02-03,23608,89313
2022-02-04,20708,86387
2022-02-05,19188,69418
2022-02-06,17073,32229
2022-02-07,23668,105866
2022-02-08,18924,75150
2022-02-09,17491,70210
2022-02-10,16089,60360
2022-02-11,13990,57905
2022-02-12,12210,47443
2022-02-13,12181,22767
2022-02-14,18752,73638
2022-02-15,15162,53595
2022-02-16,14934,54515
2022-02-17,13212,48921
2022-02-18,10893,46954
2022-02-19,8060,38148
2022-02-20,5421,15855
2022-02-21,5991,40885
2022-02-22,2249,19121
2022-02-23,30,70
