data,inizio sintomi,prelievo/diagnosi
2022-02-09,317,
2022-02-10,538,
2022-02-11,913,
2022-02-12,1870,
2022-02-13,3761,
2022-02-14,8762,
2022-02-15,15120,54421
2022-02-16,15743,55433
2022-02-17,14994,50160
2022-02-18,13879,48629
2022-02-19,12505,40530
2022-02-20,12470,19630
2022-02-21,16552,62905
2022-02-22,13995,44372
2022-02-23,14411,45340
2022-02-24,12092,39500
2022-02-25,11142,37414
2022-02-26,10103,30111
2022-02-27,9822,14833
2022-02-28,14717,51387
2022-03-01,13790,35118
2022-03-02,13947,41529
2022-03-03,13260,38614
2022-03-04,13272,40517
2022-03-05,13113,35722
2022-03-06,12575,18712
2022-03-07,18412,63974
2022-03-08,16549,48795
2022-03-09,16571,53792
2022-03-10,15758,52679
2022-03-11,14647,53769
2022-03-12,12959,45965
2022-03-13,9305,22480
2022-03-14,10152,70760
2022-03-15,3543,34748
2022-03-16,49,157
