data,inizio sintomi,prelievo/diagnosi
2022-09-07,70,
2022-09-08,118,
2022-09-09,249,
2022-09-10,555,
2022-09-11,1189,
2022-09-12,3254,
2022-09-13,6036,17484
2022-09-14,6137,17828
2022-09-15,5749,17608
2022-09-16,5543,17373
2022-09-17,5263,13773
2022-09-18,5744,6515
2022-09-19,8573,29682
2022-09-20,7834,21065
2022-09-21,7716,22415
2022-09-22,7756,21884
2022-09-23,7843,22632
2022-09-24,8612,19197
2022-09-25,9160,9612
2022-09-26,14233,47391
2022-09-27,11753,36924
2022-09-28,11519,37494
2022-09-29,10094,34820
2022-09-30,9791,34511
2022-10-01,10024,28832
2022-10-02,10542,12675
2022-10-03,15336,64162
2022-10-04,13213,43792
2022-10-05,12662,46603
2022-10-06,11370,43965
2022-10-07,10384,43797
2022-10-08,7951,33341
2022-10-09,5548,13063
2022-10-10,6890,49224
2022-10-11,2529,24084
2022-10-12,86,135
