data,inizio sintomi,prelievo/diagnosi
2021-06-16,55,
2021-06-17,75,
2021-06-18,112,
2021-06-19,146,
2021-06-20,196,
2021-06-21,283,
2021-06-22,368,939
2021-06-23,354,808
2021-06-24,336,803
2021-06-25,338,838
2021-06-26,293,657
2021-06-27,347,271
2021-06-28,427,828
2021-06-29,461,794
2021-06-30,526,868
2021-07-01,573,903
2021-07-02,508,979
2021-07-03,541,817
2021-07-04,567,398
2021-07-05,720,1118
2021-07-06,734,1368
2021-07-07,787,1204
2021-07-08,790,1361
2021-07-09,969,1479
2021-07-10,1017,1382
2021-07-11,1004,764
2021-07-12,1309,1983
2021-07-13,1383,2597
2021-07-14,1548,2553
2021-07-15,1320,3119
2021-07-16,949,3539
2021-07-17,692,2846
2021-07-18,499,1492
2021-07-19,272,2349
2021-07-20,62,796
2021-07-21,2,1
