data,inizio sintomi,prelievo/diagnosi
2022-07-19,132,
2022-07-20,215,
2022-07-21,364,
2022-07-22,779,
2022-07-23,1572,
2022-07-24,3395,
2022-07-25,8345,
2022-07-26,16702,63069
2022-07-27,15379,59061
2022-07-28,13625,52508
2022-07-29,12440,49552
2022-07-30,10811,38262
2022-07-31,9225,15943
2022-08-01,16530,68691
2022-08-02,12320,44124
2022-08-03,11053,41544
2022-08-04,9787,36857
2022-08-05,8647,34352
2022-08-06,7826,26360
2022-08-07,6893,10801
2022-08-08,11018,44967
2022-08-09,8362,29527
2022-08-10,8254,27826
2022-08-11,7138,25089
2022-08-12,6476,24190
2022-08-13,5674,19025
2022-08-14,4828,9588
2022-08-15,5957,8166
2022-08-16,9007,37973
2022-08-17,7091,25713
2022-08-18,6163,23531
2022-08-19,5113,23134
2022-08-20,3625,18885
2022-08-21,1966,8022
2022-08-22,2637,25844
2022-08-23,406,1687
2022-08-24,3,
