data,inizio sintomi,prelievo/diagnosi
2023-01-31,19,
2023-02-01,56,
2023-02-02,105,
2023-02-03,278,
2023-02-04,497,
2023-02-05,861,
2023-02-06,1797,7397
2023-02-07,1269,4522
2023-02-08,1214,4373
2023-02-09,1115,3957
2023-02-10,977,3782
2023-02-11,993,2913
2023-02-12,943,1572
2023-02-13,1635,6772
2023-02-14,1304,4622
2023-02-15,1264,4612
2023-02-16,1148,4328
2023-02-17,1129,4147
2023-02-18,1046,3121
2023-02-19,1070,1620
2023-02-20,1616,6941
2023-02-21,1231,4585
2023-02-22,1131,4629
2023-02-23,1157,4078
2023-02-24,1040,3881
2023-02-25,968,2800
2023-02-26,747,1371
2023-02-27,1285,5577
2023-02-28,857,3366
2023-03-01,887,3312
2023-03-02,725,2948
2023-03-03,575,2788
2023-03-04,361,2032
2023-03-05,138,1071
2023-03-06,213,3221
2023-03-07,1,2
