data,inizio sintomi,prelievo/diagnosi
2021-01-08,1362,
2021-01-09,1509,
2021-01-10,2003,
2021-01-11,2930,
2021-01-12,3242,
2021-01-13,4009,
2021-01-14,5253,14247
2021-01-15,5626,14150
2021-01-16,5223,10731
2021-01-17,4788,4948
2021-01-18,6211,14333
2021-01-19,5552,14359
2021-01-20,5963,13541
2021-01-21,5144,12703
2021-01-22,5491,13462
2021-01-23,5330,10396
2021-01-24,4826,4834
2021-01-25,5886,14261
2021-01-26,5124,14479
2021-01-27,4964,13253
2021-01-28,4871,12155
2021-01-29,4630,12795
2021-01-30,4431,10008
2021-01-31,4058,4740
2021-02-01,5726,13146
2021-02-02,4688,13764
2021-02-03,4486,13072
2021-02-04,3943,12547
2021-02-05,3459,13086
2021-02-06,3096,10560
2021-02-07,2329,4708
2021-02-08,1996,12874
2021-02-09,1217,12080
2021-02-10,639,6406
2021-02-11,137,1810
2021-02-12,20,3
