data,inizio sintomi,prelievo/diagnosi
2021-01-15,1178,
2021-01-16,1231,
2021-01-17,1551,
2021-01-18,2874,
2021-01-19,3353,
2021-01-20,4863,
2021-01-21,5272,12710
2021-01-22,5818,13493
2021-01-23,5846,10408
2021-01-24,5329,4832
2021-01-25,6615,14262
2021-01-26,5716,14533
2021-01-27,5702,13285
2021-01-28,5579,12175
2021-01-29,5347,12885
2021-01-30,5083,10165
2021-01-31,4753,4776
2021-02-01,6956,13374
2021-02-02,5790,13895
2021-02-03,5761,13279
2021-02-04,5481,13276
2021-02-05,5395,13565
2021-02-06,5256,10736
2021-02-07,4690,4776
2021-02-08,5380,13848
2021-02-09,4670,14594
2021-02-10,4582,13799
2021-02-11,3633,13330
2021-02-12,3216,12960
2021-02-13,2550,9723
2021-02-14,2035,4283
2021-02-15,1953,11582
2021-02-16,1223,10623
2021-02-17,705,7227
2021-02-18,218,2462
2021-02-19,8,12
