data,inizio sintomi,prelievo/diagnosi
2020-10-29,6000,
2020-10-30,8048,
2020-10-31,7609,
2020-11-01,10537,
2020-11-02,13688,
2020-11-03,12953,
2020-11-04,16127,40603
2020-11-05,16028,39397
2020-11-06,16815,40681
2020-11-07,15183,29732
2020-11-08,13212,15709
2020-11-09,17609,38154
2020-11-10,16491,39717
2020-11-11,13917,38840
2020-11-12,13818,37992
2020-11-13,14645,38941
2020-11-14,12403,28149
2020-11-15,12286,14253
2020-11-16,13299,35282
2020-11-17,10822,37767
2020-11-18,11422,36181
2020-11-19,8782,34315
2020-11-20,9744,31614
2020-11-21,7682,22232
2020-11-22,6111,10788
2020-11-23,8111,27326
2020-11-24,6465,28030
2020-11-25,5792,25821
2020-11-26,5099,24812
2020-11-27,4266,22070
2020-11-28,3510,15375
2020-11-29,1369,6629
2020-11-30,1255,10939
2020-12-01,603,5696
2020-12-02,160,1068
2020-12-03,13,7
