data,inizio sintomi,prelievo/diagnosi
2022-05-18,117,
2022-05-19,180,
2022-05-20,419,
2022-05-21,763,
2022-05-22,1561,
2022-05-23,3608,
2022-05-24,6653,22281
2022-05-25,6418,22021
2022-05-26,5703,19442
2022-05-27,5371,18439
2022-05-28,4618,14739
2022-05-29,4095,7031
2022-05-30,6713,25784
2022-05-31,5400,18374
2022-06-01,5804,19318
2022-06-02,4430,6860
2022-06-03,6527,24255
2022-06-04,5638,15349
2022-06-05,5549,8039
2022-06-06,8475,30462
2022-06-07,7861,22471
2022-06-08,7710,23371
2022-06-09,7221,22350
2022-06-10,7219,22648
2022-06-11,7124,19086
2022-06-12,8106,9973
2022-06-13,12640,42605
2022-06-14,11633,33487
2022-06-15,11597,37382
2022-06-16,10621,36829
2022-06-17,9883,36730
2022-06-18,7905,29413
2022-06-19,6423,14443
2022-06-20,7576,52724
2022-06-21,2930,23016
2022-06-22,39,142
