data,inizio sintomi,prelievo/diagnosi
2022-01-12,2361,
2022-01-13,3079,
2022-01-14,5495,
2022-01-15,9761,
2022-01-16,17134,
2022-01-17,32003,
2022-01-18,46107,186325
2022-01-19,43663,181808
2022-01-20,41478,166020
2022-01-21,37886,165671
2022-01-22,34423,130729
2022-01-23,32528,58168
2022-01-24,44595,197006
2022-01-25,37695,150401
2022-01-26,34663,143469
2022-01-27,30900,127429
2022-01-28,28682,125148
2022-01-29,24610,98632
2022-01-30,22720,43748
2022-01-31,31350,143129
2022-02-01,28653,108426
2022-02-02,25592,100616
2022-02-03,21944,87013
2022-02-04,18911,84082
2022-02-05,17843,64239
2022-02-06,15851,31445
2022-02-07,20847,102707
2022-02-08,16384,72612
2022-02-09,14689,67791
2022-02-10,12661,57597
2022-02-11,9825,53152
2022-02-12,6861,43240
2022-02-13,4880,19909
2022-02-14,5124,39927
2022-02-15,1446,19112
2022-02-16,18,90
