data,inizio sintomi,prelievo/diagnosi
2022-12-20,107,
2022-12-21,140,
2022-12-22,277,
2022-12-23,691,
2022-12-24,1539,
2022-12-25,2626,
2022-12-26,4759,8274
2022-12-27,8005,31648
2022-12-28,6838,23314
2022-12-29,6144,24342
2022-12-30,5307,24447
2022-12-31,4133,16855
2023-01-01,3408,4179
2023-01-02,6108,28177
2023-01-03,4774,18446
2023-01-04,4091,17631
2023-01-05,3518,16295
2023-01-06,2253,4263
2023-01-07,3387,14215
2023-01-08,2570,5007
2023-01-09,4473,20606
2023-01-10,2926,11643
2023-01-11,2550,10241
2023-01-12,2165,8688
2023-01-13,2063,7696
2023-01-14,1707,5973
2023-01-15,1572,2540
2023-01-16,2626,11745
2023-01-17,1823,6875
2023-01-18,1606,6749
2023-01-19,1265,5857
2023-01-20,1000,4968
2023-01-21,581,3444
2023-01-22,273,1686
2023-01-23,415,4807
2023-01-24,1,2
