data,inizio sintomi,prelievo/diagnosi
2021-03-09,2895,
2021-03-10,4725,
2021-03-11,5240,
2021-03-12,7852,
2021-03-13,9105,
2021-03-14,10692,8951
2021-03-15,13959,24220
2021-03-16,11823,25843
2021-03-17,11917,24733
2021-03-18,11308,23888
2021-03-19,11432,23464
2021-03-20,11307,17813
2021-03-21,10077,8463
2021-03-22,12758,23146
2021-03-23,11053,24363
2021-03-24,10481,24085
2021-03-25,10268,23113
2021-03-26,9616,23285
2021-03-27,8669,17262
2021-03-28,7943,8207
2021-03-29,9403,22153
2021-03-30,7983,23215
2021-03-31,6838,21834
2021-04-01,7006,21223
2021-04-02,5825,20101
2021-04-03,4631,15140
2021-04-04,3797,5588
2021-04-05,4054,6829
2021-04-06,3975,17178
2021-04-07,3292,16883
2021-04-08,2610,14747
2021-04-09,1370,11498
2021-04-10,676,6096
2021-04-11,144,1043
2021-04-12,27,13
