data,inizio sintomi,prelievo/diagnosi
2020-10-02,669,
2020-10-03,845,
2020-10-04,987,
2020-10-05,1852,
2020-10-06,2003,
2020-10-07,2739,
2020-10-08,3412,5783
2020-10-09,3917,6520
2020-10-10,4332,6002
2020-10-11,3814,3241
2020-10-12,6146,9376
2020-10-13,5854,10143
2020-10-14,6307,10832
2020-10-15,6945,11489
2020-10-16,7791,12733
2020-10-17,7392,11195
2020-10-18,7378,5987
2020-10-19,10409,16925
2020-10-20,10322,18318
2020-10-21,9861,21078
2020-10-22,9312,21984
2020-10-23,10018,23691
2020-10-24,8923,18316
2020-10-25,8486,10497
2020-10-26,10437,26291
2020-10-27,8662,29031
2020-10-28,7886,30606
2020-10-29,8795,29542
2020-10-30,6675,30663
2020-10-31,4485,20991
2020-11-01,3509,10427
2020-11-02,3458,24356
2020-11-03,2168,20389
2020-11-04,1738,11668
2020-11-05,1135,3642
2020-11-06,7,109
