data,inizio sintomi,prelievo/diagnosi
2021-07-09,132,
2021-07-10,204,
2021-07-11,305,
2021-07-12,699,
2021-07-13,1011,
2021-07-14,1863,
2021-07-15,2233,3189
2021-07-16,2171,3687
2021-07-17,2182,2951
2021-07-18,2480,1748
2021-07-19,2851,4221
2021-07-20,3091,5026
2021-07-21,3085,5111
2021-07-22,2835,4932
2021-07-23,2757,5414
2021-07-24,2763,4254
2021-07-25,2966,2196
2021-07-26,3469,6290
2021-07-27,3499,6412
2021-07-28,3260,5919
2021-07-29,2923,5641
2021-07-30,2875,5921
2021-07-31,2667,5134
2021-08-01,2939,2369
2021-08-02,3406,6493
2021-08-03,3237,6985
2021-08-04,3009,7005
2021-08-05,2580,6235
2021-08-06,2268,6746
2021-08-07,1844,4723
2021-08-08,1434,2705
2021-08-09,1546,5652
2021-08-10,1030,5032
2021-08-11,435,3136
2021-08-12,97,1154
2021-08-13,4,6
