data,inizio sintomi,prelievo/diagnosi
2020-10-31,5445,
2020-11-01,7704,
2020-11-02,9933,
2020-11-03,9278,
2020-11-04,10553,
2020-11-05,12104,
2020-11-06,15511,40716
2020-11-07,13928,29739
2020-11-08,12844,15716
2020-11-09,17081,38203
2020-11-10,16044,39765
2020-11-11,13702,38890
2020-11-12,13542,38047
2020-11-13,14280,38991
2020-11-14,12197,28223
2020-11-15,12387,14263
2020-11-16,13416,35383
2020-11-17,11018,37854
2020-11-18,11622,36298
2020-11-19,9023,34428
2020-11-20,10119,31838
2020-11-21,7941,22360
2020-11-22,6549,10861
2020-11-23,8781,27470
2020-11-24,7117,28290
2020-11-25,6617,26167
2020-11-26,6065,25343
2020-11-27,5435,22735
2020-11-28,4592,16659
2020-11-29,2731,7597
2020-11-30,3335,18520
2020-12-01,2157,16444
2020-12-02,1255,12304
2020-12-03,595,5917
2020-12-04,131,1238
2020-12-05,10,19
