data,inizio sintomi,prelievo/diagnosi
2022-10-12,182,
2022-10-13,286,
2022-10-14,720,
2022-10-15,1320,
2022-10-16,2826,
2022-10-17,6343,
2022-10-18,11273,40742
2022-10-19,10203,39383
2022-10-20,9371,35366
2022-10-21,8742,33290
2022-10-22,7611,25384
2022-10-23,7497,10582
2022-10-24,11910,51101
2022-10-25,9200,33190
2022-10-26,8272,31515
2022-10-27,7237,28276
2022-10-28,6666,26430
2022-10-29,5042,19030
2022-10-30,4904,7468
2022-10-31,8076,33796
2022-11-01,6647,8580
2022-11-02,9661,41113
2022-11-03,8089,27466
2022-11-04,7481,26400
2022-11-05,6760,20732
2022-11-06,6762,8761
2022-11-07,9960,41432
2022-11-08,8527,27126
2022-11-09,8165,27928
2022-11-10,7914,26553
2022-11-11,7390,27626
2022-11-12,6154,22155
2022-11-13,4859,9768
2022-11-14,5766,39552
2022-11-15,1822,20671
2022-11-16,10,27
