data,inizio sintomi,prelievo/diagnosi
2021-02-21,1327,
2021-02-22,2581,
2021-02-23,3018,
2021-02-24,4274,
2021-02-25,5789,
2021-02-26,7859,
2021-02-27,9375,15970
2021-02-28,9024,7160
2021-03-01,14198,21952
2021-03-02,11900,23050
2021-03-03,12081,23866
2021-03-04,11487,22874
2021-03-05,12207,24248
2021-03-06,11435,18106
2021-03-07,10598,8045
2021-03-08,13821,23798
2021-03-09,11464,25816
2021-03-10,12494,25654
2021-03-11,10713,25526
2021-03-12,11056,25163
2021-03-13,10758,19937
2021-03-14,11396,8914
2021-03-15,13271,24082
2021-03-16,10999,25702
2021-03-17,10599,24535
2021-03-18,9083,23685
2021-03-19,7791,23136
2021-03-20,6446,17635
2021-03-21,5468,8301
2021-03-22,5651,22067
2021-03-23,3803,21730
2021-03-24,2573,18824
2021-03-25,1507,12114
2021-03-26,714,6631
2021-03-27,67,1424
2021-03-28,5,2
