data,inizio sintomi,prelievo/diagnosi
2022-09-30,156,
2022-10-01,374,
2022-10-02,648,
2022-10-03,1517,
2022-10-04,3391,
2022-10-05,7026,
2022-10-06,12328,44418
2022-10-07,12403,44593
2022-10-08,11207,34200
2022-10-09,10890,14096
2022-10-10,17536,69104
2022-10-11,13692,46838
2022-10-12,12906,45916
2022-10-13,11623,40029
2022-10-14,10666,39617
2022-10-15,9748,29661
2022-10-16,9824,12092
2022-10-17,14661,62193
2022-10-18,11427,40658
2022-10-19,10250,39306
2022-10-20,9304,35315
2022-10-21,8529,33253
2022-10-22,7428,25343
2022-10-23,7312,10555
2022-10-24,11455,50988
2022-10-25,8814,33100
2022-10-26,7792,31364
2022-10-27,6636,28080
2022-10-28,5822,26932
2022-10-29,4104,19414
2022-10-30,3139,7500
2022-10-31,4336,29649
2022-11-01,1460,5993
2022-11-02,2724,24913
2022-11-03,1129,2669
2022-11-04,9,145
