Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,233,546.350,27.636,2.157,114,0%,111,9,570%,3,023,-2500%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Basilicata,97,181.024,6.848,1.256,26,0%,25,5,870%,1,018,000%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Calabria,216,546.821,46.160,2.481,153,0%,148,8,210%,5,027,2500%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Campania,595,2.200.458,68.533,1.219,285,0%,271,5,1150%,14,025,1670%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Emilia-Romagna,746,1.836.555,15.000,338,761,5%,737,17,220%,24,054,-1720%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Friuli Venezia Giulia,108,480.487,4.780,398,129,3%,127,11,410%,2,017,000%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Lazio,741,2.035.062,42.478,741,471,1%,436,8,-050%,35,061,-280%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Liguria,156,565.424,4.779,315,152,3%,150,10,000%,2,013,000%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Lombardia,778,3.500.897,33.559,336,528,2%,514,5,140%,14,014,770%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Marche,200,610.484,4.033,269,58,1%,55,4,-350%,3,020,000%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Molise,40,88.598,4.110,1.397,11,0%,11,4,1000%,0,000,000%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
P.A. Bolzano,93,257.203,1.599,299,30,2%,29,5,2610%,1,019,000%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
P.A. Trento,81,206.670,1.982,366,49,2%,47,9,440%,2,037,000%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Piemonte,482,1.442.388,30.761,720,244,1%,238,6,-040%,6,014,-3330%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Puglia,235,1.462.776,11.205,285,181,2%,172,4,000%,9,023,000%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Sardegna,189,442.963,6.517,410,81,1%,76,5,-620%,5,031,-1670%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Sicilia,367,1.631.958,34.485,713,288,1%,260,5,200%,28,058,370%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Toscana,240,1.385.226,78.795,2.134,181,0%,174,5,-170%,7,019,-1250%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Umbria,139,368.863,2.715,314,121,4%,121,14,340%,0,000,000%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Valle d'Aosta,8,43.956,607,489,6,1%,6,5,5000%,0,000,000%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Veneto,671,2.220.280,36.087,741,296,1%,281,6,-280%,15,031,2500%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
Italia,6.415,22.054.443,462.669,781,4.165,1%,3.989,7,170%,176,030,-220%,Dati della Protezione Civile del 12 Settembre 2022 ore 23:45
