Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,232,84.809,2.983,231,85,3%,74,6,-130%,11,085,000%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Basilicata,60,31.126,930,168,27,3%,26,5,400%,1,018,000%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Calabria,139,89.752,3.737,197,121,3%,112,6,000%,9,048,000%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Campania,875,476.563,12.538,219,312,2%,292,5,250%,20,035,1110%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Emilia-Romagna,676,439.525,10.589,237,437,4%,397,9,230%,40,090,260%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Friuli Venezia Giulia,396,122.374,4.772,396,179,4%,160,13,1190%,19,158,-500%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Lazio,867,405.238,12.758,222,628,5%,558,10,150%,70,122,140%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Liguria,193,117.327,2.092,137,98,5%,91,6,-420%,7,046,-1250%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Lombardia,1.020,905.429,15.172,151,491,3%,441,4,260%,50,050,-200%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Marche,285,118.689,3.345,221,80,2%,60,4,-1040%,20,132,000%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Molise,38,14.857,247,82,3,1%,2,1,-5000%,1,033,000%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
P.A. Bolzano,256,82.286,3.365,632,73,2%,65,12,-150%,8,150,000%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
P.A. Trento,52,50.203,720,132,21,3%,18,3,000%,3,055,000%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Piemonte,367,389.617,6.041,140,288,5%,264,6,430%,24,056,000%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Puglia,124,275.816,3.820,97,178,5%,158,4,-130%,20,051,530%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Sardegna,77,77.113,1.849,115,52,3%,44,3,000%,8,050,000%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Sicilia,501,314.641,9.077,186,376,4%,326,7,190%,50,103,000%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Toscana,433,294.637,7.579,205,293,4%,258,7,-080%,35,095,610%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Umbria,71,66.292,1.532,176,40,3%,35,4,-280%,5,057,-1670%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Valle d'Aosta,29,12.466,162,130,7,4%,7,6,-1250%,0,000,000%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Veneto,878,491.301,15.922,326,316,2%,259,5,040%,57,117,360%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
Italia,7.569,4.860.061,119.230,200,4.105,3%,3.647,6,140%,458,077,110%,Dati della Protezione Civile del 14 Novembre 2021 ore 19:07
