Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,131,79.916,2.196,170,83,4%,77,6,-380%,6,046,000%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Basilicata,28,29.370,1.380,249,53,4%,50,9,1110%,3,054,-2500%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Calabria,296,80.101,5.092,269,184,4%,171,9,-450%,13,069,-1880%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Campania,410,449.494,8.310,145,372,4%,351,6,-060%,21,037,-870%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Emilia-Romagna,449,416.228,15.022,337,447,3%,402,9,-020%,45,101,000%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Friuli Venezia Giulia,118,111.992,1.466,122,59,4%,47,4,-780%,12,099,000%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Lazio,310,377.989,13.092,227,521,4%,463,8,-060%,58,101,-940%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Liguria,165,110.979,1.844,121,93,5%,85,6,2320%,8,052,000%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Lombardia,663,874.671,11.338,113,453,4%,395,4,230%,58,058,550%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Marche,209,111.967,3.406,225,81,2%,58,4,-330%,23,152,1500%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Molise,4,14.378,240,80,13,5%,13,4,000%,0,000,000%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
P.A. Bolzano,70,75.682,902,169,27,3%,20,4,-480%,7,131,-1250%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
P.A. Trento,44,47.795,448,82,22,5%,22,4,1580%,0,000,000%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Piemonte,234,374.621,3.761,87,202,5%,181,4,280%,21,049,-870%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Puglia,178,265.445,3.854,97,230,6%,205,5,-380%,25,063,-380%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Sardegna,147,73.814,5.696,353,252,4%,227,14,040%,25,155,-1070%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Sicilia,929,286.083,27.189,558,926,3%,809,17,-170%,117,240,090%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Toscana,495,275.510,9.967,270,448,4%,390,11,-050%,58,157,360%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Umbria,111,62.571,1.521,175,56,4%,50,6,-570%,6,069,000%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Valle d'Aosta,1,12.050,93,74,1,1%,1,1,000%,0,000,000%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Veneto,530,460.285,13.101,269,265,2%,213,4,340%,52,107,830%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
Italia,5.522,4.590.941,129.918,218,4.788,4%,4.230,7,-010%,558,094,-110%,Dati della Protezione Civile del 09 Settembre 2021 ore 18:02
