Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,213,36287,11094,850,510,5%,471,36,1.1&,39,2.99,0%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Basilicata,56,11199,6170,1108,97,2%,93,17,-1.1&,4,0.72,0%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Calabria,177,24988,8498,442,261,3%,242,13,-2.4&,19,0.99,0%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Campania,688,193853,76360,1320,1469,2%,1372,24,-0.4&,97,1.68,1%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Emilia-Romagna,1506,181089,57177,1280,2928,5%,2696,60,0.4&,232,5.19,-1.3%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Friuli Venezia Giulia,688,52270,11794,974,716,6%,657,54,-0.9&,59,4.87,-6.3%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Lazio,1719,170973,77308,1318,3177,4%,2869,49,0.6&,308,5.25,-3.1%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Liguria,404,61913,5572,361,781,14%,708,46,-1.1&,73,4.73,-2.7%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Lombardia,1338,487271,52317,518,3819,7%,3344,33,3.6&,475,4.7,-1.9%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Marche,458,43787,12706,837,560,4%,495,33,1.6&,65,4.28,0%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Molise,14,6769,1552,513,65,4%,57,19,5.6&,8,2.65,-20%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
P.A. Bolzano,148,30131,10913,2051,230,2%,203,38,3&,27,5.07,8%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
P.A. Trento,228,22700,2076,383,416,20%,371,68,-2.1&,45,8.29,4.7%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Piemonte,1109,201615,19642,452,3034,15%,2847,66,1&,187,4.31,2.2%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Puglia,1081,95365,53580,1337,1553,3%,1401,35,-4.3&,152,3.79,10.9%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Sardegna,232,32270,16770,1029,533,3%,488,30,-0.2&,45,2.76,4.7%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Sicilia,1576,99514,37426,753,1388,4%,1198,24,1.4&,190,3.82,2.2%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Toscana,337,122420,9637,259,999,10%,860,23,-1.9&,139,3.73,-1.4%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Umbria,234,29728,3933,447,318,8%,275,31,0.4&,43,4.88,-2.3%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Valle d'Aosta,21,7380,408,325,55,13%,54,43,-14.3&,1,0.8,0%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Veneto,3151,270097,94228,1920,3055,3%,2694,55,-0.4&,361,7.36,-1.9%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Italia,15378,2181619,569161,945,25964,5%,23395,39,0.3&,2569,4.26,-0.4%,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
