Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,15,77.550,2.006,155,66,3%,61,5,890%,5,039,000%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Basilicata,2,28.105,1.120,202,36,3%,34,6,630%,2,036,000%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Calabria,95,73.799,3.413,180,116,3%,109,6,580%,7,037,000%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Campania,183,438.429,9.125,160,332,4%,317,6,130%,15,026,000%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Emilia-Romagna,458,403.603,13.278,297,384,3%,344,8,550%,40,090,1430%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Friuli Venezia Giulia,16,109.328,892,74,37,4%,30,2,000%,7,058,4000%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Lazio,419,367.439,18.092,314,563,3%,493,9,810%,70,122,450%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Liguria,78,107.515,1.813,119,85,5%,75,5,560%,10,066,-1670%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Lombardia,138,862.040,13.026,130,351,3%,311,3,100%,40,040,-480%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Marche,69,108.073,2.980,197,45,2%,38,3,-260%,7,046,1670%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Molise,3,14.071,144,48,7,5%,6,2,-2500%,1,033,000%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
P.A. Bolzano,3,74.263,506,95,18,4%,17,3,-560%,1,019,000%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
P.A. Trento,18,46.915,456,84,22,5%,21,4,1050%,1,018,000%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Piemonte,97,369.142,3.392,79,138,4%,127,3,1040%,11,026,2220%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Puglia,103,259.785,4.235,107,159,4%,136,3,630%,23,058,450%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Sardegna,266,67.304,7.385,458,162,2%,140,9,450%,22,137,480%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Sicilia,881,256.352,18.733,384,654,3%,583,12,840%,71,146,440%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Toscana,527,262.503,12.388,335,334,3%,297,8,350%,37,100,1210%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Umbria,11,60.123,2.171,249,38,2%,36,4,910%,2,023,000%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Valle d'Aosta,1,11.907,125,100,4,3%,4,3,000%,0,000,000%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Veneto,291,446.092,13.416,275,187,1%,155,3,760%,32,066,670%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Italia,3.674,4.444.338,128.696,216,3.738,3%,3.334,6,540%,404,068,520%,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
