Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,269,64550,10666,817,690,6%,613,47,-1.6%,77,5.9,-7.2%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Basilicata,148,19148,4808,863,171,4%,158,28,0.6%,13,2.33,-7.1%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Calabria,366,46110,10302,535,413,4%,377,20,4.4%,36,1.87,-2.7%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Campania,2095,332531,96662,1671,1757,2%,1592,28,-0.1%,165,2.85,-1.8%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Emilia-Romagna,2137,331173,72754,1629,3843,5%,3442,77,-0.7%,401,8.98,0.3%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Friuli Venezia Giulia,446,96098,15626,1290,746,5%,662,55,2.6%,84,6.93,2.4%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Lazio,1836,280651,51436,877,3251,6%,2881,49,0.3%,370,6.31,1.6%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Liguria,392,88115,6751,437,703,10%,636,41,2.7%,67,4.34,1.5%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Lombardia,3520,726477,102691,1016,7937,8%,7069,70,-0.8%,868,8.59,1.9%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Marche,505,86998,10004,659,953,10%,806,53,-0.7%,147,9.68,-0.7%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Molise,77,12236,1027,340,89,9%,73,24,-1.4%,16,5.29,-5.9%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
P.A. Bolzano,79,68627,870,164,119,14%,94,18,0%,25,4.7,-7.4%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
P.A. Trento,162,40764,3185,587,251,8%,206,38,1.5%,45,8.29,2.3%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Piemonte,1543,303617,35575,819,4145,12%,3776,87,0.2%,369,8.5,2.5%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Puglia,1788,188737,46880,1170,2038,4%,1800,45,1.5%,238,5.94,3%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Sardegna,284,44690,13905,853,219,2%,189,12,6.8%,30,1.84,-6.3%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Sicilia,953,171651,17000,342,973,6%,844,17,3.8%,129,2.6,1.6%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Toscana,1368,191635,27561,740,1769,6%,1505,40,0.6%,264,7.09,0%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Umbria,162,50511,5063,575,425,8%,365,41,-1.9%,60,6.82,5.3%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Valle d'Aosta,77,9075,820,653,45,5%,37,29,15.6%,8,6.37,0%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Veneto,1404,378663,39649,808,1843,5%,1576,32,2%,267,5.44,5.1%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Italia,19611,3532057,573235,952,32380,6%,28701,48,0.3%,3679,6.11,1.2%,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
