Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,1.135,262.131,61.490,4.800,404,1%,391,31,-580%,13,101,-710%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Basilicata,491,82.496,19.614,3.598,110,1%,107,20,-700%,3,055,5000%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Calabria,1.136,212.804,46.110,2.478,304,1%,282,15,-470%,22,118,000%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Campania,3.578,1.201.866,137.803,2.450,846,1%,796,14,-410%,50,089,-740%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Emilia-Romagna,2.223,1.182.462,38.383,865,1.486,4%,1.407,32,-540%,79,178,-710%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Friuli Venezia Giulia,637,307.621,20.105,1.673,228,1%,215,18,-1400%,13,108,-1330%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Lazio,4.482,1.068.456,149.693,2.612,1.578,1%,1.447,25,-310%,131,229,-220%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Liguria,1.008,343.761,15.133,997,371,2%,348,23,-570%,23,151,-420%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Lombardia,4.408,2.327.840,121.933,1.222,1.201,1%,1.103,11,-710%,98,098,-490%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Marche,1.268,325.225,20.126,1.343,239,1%,213,14,-410%,26,174,-370%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Molise,280,38.578,6.141,2.087,25,0%,22,7,-430%,3,102,000%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
P.A. Bolzano,559,187.528,6.037,1.129,75,1%,72,13,-530%,3,056,000%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
P.A. Trento,279,138.648,3.934,726,62,2%,56,10,-1250%,6,111,-1430%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Piemonte,1.826,975.614,47.181,1.104,1.008,2%,969,23,-460%,39,091,000%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Puglia,3.315,730.126,80.908,2.057,663,1%,624,16,-740%,39,099,000%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Sardegna,1.091,174.527,31.680,1.992,363,1%,340,21,-170%,23,145,-1790%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Sicilia,3.358,779.780,229.839,4.755,1.123,0%,1.046,22,-590%,77,159,410%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Toscana,2.363,852.932,34.148,925,899,3%,842,23,-180%,57,154,-1230%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Umbria,729,183.194,10.031,1.159,155,2%,148,17,-260%,7,081,000%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Valle d'Aosta,26,31.370,1.379,1.111,34,2%,31,25,000%,3,242,-2500%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Veneto,4.183,1.325.721,58.890,1.209,692,1%,644,13,-650%,48,099,-400%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
Italia,38.375,12.732.680,1.140.558,1.925,11.866,1%,11.103,19,-520%,763,129,-450%,Dati della Protezione Civile del 26 Febbraio 2022 ore 22:54
