Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,1.549,251.315,91.077,7.110,476,1%,456,36,-300%,20,156,-1300%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Basilicata,618,78.254,19.795,3.631,104,1%,103,19,1080%,1,018,-5000%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Calabria,1.491,200.627,47.749,2.566,374,1%,350,19,-200%,24,129,-400%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Campania,5.510,1.167.874,158.632,2.820,1.101,1%,1.038,18,-550%,63,112,-310%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Emilia-Romagna,3.448,1.161.043,62.486,1.408,1.865,3%,1.769,40,-370%,96,216,-590%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Friuli Venezia Giulia,994,301.755,25.951,2.160,370,1%,350,29,-490%,20,166,-1300%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Lazio,6.410,1.027.968,204.882,3.575,1.897,1%,1.739,30,-250%,158,276,-420%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Liguria,1.375,334.656,19.421,1.279,512,3%,486,32,-360%,26,171,000%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Lombardia,5.413,2.289.576,148.525,1.488,1.678,1%,1.523,15,-760%,155,155,-190%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Marche,1.873,313.135,24.745,1.652,318,1%,285,19,-750%,33,220,310%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Molise,300,36.607,6.932,2.355,40,1%,36,12,-530%,4,136,000%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
P.A. Bolzano,820,182.935,8.574,1.603,91,1%,85,16,-450%,6,112,000%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
P.A. Trento,426,135.896,5.670,1.046,87,2%,80,15,-910%,7,129,-4170%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Piemonte,2.569,958.508,56.862,1.330,1.368,2%,1.314,31,-710%,54,126,-360%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Puglia,4.269,700.761,89.736,2.281,784,1%,722,18,-010%,62,158,-610%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Sardegna,1.812,163.636,36.224,2.278,397,1%,371,23,-410%,26,164,400%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Sicilia,5.594,740.613,250.096,5.174,1.297,1%,1.200,25,-310%,97,201,-670%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Toscana,3.324,831.284,54.527,1.477,1.044,2%,978,26,-400%,66,179,-570%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Umbria,911,176.888,12.272,1.418,190,2%,180,21,-270%,10,116,1110%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Valle d'Aosta,46,31.023,1.664,1.341,33,2%,30,24,-910%,3,242,-2500%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Veneto,4.910,1.292.744,78.302,1.608,909,1%,853,18,-300%,56,115,-670%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Italia,53.662,12.377.098,1.404.122,2.370,14.935,1%,13.948,24,-420%,987,167,-480%,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
