Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,41,34533,11545,884,496,4%,458,35,3.4&,38,2.91,5.6%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Basilicata,17,10498,5930,1065,98,2%,92,17,-6.1&,6,1.08,20%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Calabria,212,22906,8701,452,274,3%,260,14,2&,14,0.73,-22.2%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Campania,433,186564,79296,1371,1520,2%,1422,25,-1.3&,98,1.69,3.2%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Emilia-Romagna,750,167077,58298,1305,2862,5%,2642,59,1.3&,220,4.92,4.8%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Friuli Venezia Giulia,187,47854,12112,1000,701,6%,645,53,3&,56,4.62,-3.4%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Lazio,966,158733,76070,1297,3127,4%,2820,48,0.6&,307,5.23,2%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Liguria,173,59277,5688,369,779,14%,718,47,3.3&,61,3.95,-7.6%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Lombardia,573,472528,54765,542,4303,8%,3791,38,-0.3&,512,5.07,0.8%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Marche,131,39828,9737,641,514,5%,454,30,6.1&,60,3.95,-7.7%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Molise,7,6389,2323,769,65,3%,57,19,3.6&,8,2.65,0%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
P.A. Bolzano,120,28923,10607,1993,173,2%,153,29,-0.6&,20,3.76,0%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
P.A. Trento,99,21148,1821,336,419,23%,374,69,5.1&,45,8.29,0%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Piemonte,313,194575,30303,698,3247,11%,3042,70,0.1&,205,4.72,-2.8%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Puglia,645,87084,53157,1326,1633,3%,1494,37,3.5&,139,3.47,-9.7%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Sardegna,156,30301,16344,1002,541,3%,497,30,2.9&,44,2.7,2.3%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Sicilia,650,90266,33246,669,1239,4%,1064,21,3.6&,175,3.52,0.6%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Toscana,181,118965,10284,276,1054,10%,890,24,5.1&,164,4.41,-0.6%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Umbria,88,28152,3558,404,302,8%,268,30,3.1&,34,3.86,-5.6%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Valle d'Aosta,61,7242,494,394,99,20%,95,76,14.5&,4,3.19,100%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Veneto,2782,243434,90942,1853,3051,3%,2696,55,2.7&,355,7.23,-1.4%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
Italia,8585,2056277,575221,955,26497,5%,23932,40,1.5&,2565,4.26,-0.6%,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50
