Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,493,48791,12304,942,599,5%,535,41,-0.4%,64,4.9,12.3%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Basilicata,80,14360,3460,621,79,2%,72,13,2.9%,7,1.26,16.7%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Calabria,121,35685,6660,346,217,3%,197,10,1%,20,1.04,-9.1%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Campania,1135,245017,68980,1192,1390,2%,1284,22,0.2%,106,1.83,-0.9%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Emilia-Romagna,968,238074,37037,829,2150,6%,1975,44,0.2%,175,3.92,1.7%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Friuli Venezia Giulia,260,72448,9471,782,456,5%,396,33,-3.9%,60,4.95,-4.8%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Lazio,894,220959,37261,635,2318,6%,2065,35,-1.2%,253,4.31,-0.4%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Liguria,221,74230,4960,321,646,13%,587,38,-1.2%,59,3.82,-3.3%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Lombardia,1696,565719,48673,482,4066,8%,3693,37,3.4%,373,3.69,1.9%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Marche,277,61213,8005,527,615,8%,535,35,-0.4%,80,5.27,-3.6%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Molise,7,9531,1514,501,91,6%,80,26,8.1%,11,3.64,0%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
P.A. Bolzano,564,49348,7949,1494,293,4%,254,48,-1.6%,39,7.33,0%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
P.A. Trento,195,30552,2717,501,195,7%,168,31,-3.4%,27,4.97,0%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Piemonte,771,234615,12226,282,2041,17%,1900,44,-1.7%,141,3.25,-2.1%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Puglia,694,136195,39188,978,1480,4%,1324,33,-1.6%,156,3.89,-1.9%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Sardegna,66,40329,13826,848,335,2%,311,19,-2.8%,24,1.47,-4%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Sicilia,625,146701,34480,694,1163,3%,1005,20,-2.9%,158,3.18,-4.2%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Toscana,444,144247,12311,331,851,7%,718,19,0.7%,133,3.57,0.8%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Umbria,233,41301,8285,941,547,7%,463,53,-0.2%,84,9.54,0%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Valle d'Aosta,4,7922,126,100,10,8%,8,6,-20%,2,1.59,0%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Veneto,638,322354,24253,494,995,4%,893,18,-3.9%,102,2.08,-7.3%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
Italia,10386,2739591,393686,653,20537,5%,18463,31,-0.3%,2074,3.44,-0.7%,Dati della Protezione Civile del 16 Febbraio 2021 ore 18:00
