Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,400,37438,11263,863,503,4%,463,35,-3.5&,40,3.06,11.1%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Basilicata,143,11771,6559,1178,90,1%,86,15,-9.5&,4,0.72,0%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Calabria,423,26525,9270,482,284,3%,262,14,4.8&,22,1.14,4.8%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Campania,1263,198518,75276,1301,1483,2%,1376,24,-1.4&,107,1.85,7%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Emilia-Romagna,1790,188701,58368,1307,2919,5%,2679,60,-0.4&,240,5.37,-2%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Friuli Venezia Giulia,1015,55591,12890,1064,752,6%,690,57,2.8&,62,5.12,-3.1%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Lazio,1543,177915,78169,1333,3134,4%,2824,48,-1.6&,310,5.29,0.3%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Liguria,526,63400,5144,333,767,15%,702,45,-2.1&,65,4.21,-3%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Lombardia,2506,497491,55437,549,4033,7%,3577,35,4.1&,456,4.51,-2.1%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Marche,688,46128,14606,962,600,4%,529,35,-0.6&,71,4.68,4.4%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Molise,38,6978,1165,385,62,5%,53,18,0&,9,2.98,12.5%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
P.A. Bolzano,380,31257,11523,2166,232,2%,208,39,0&,24,4.51,0%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
P.A. Trento,142,23295,1838,339,381,21%,333,61,-6.2&,48,8.84,4.3%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Piemonte,1532,206159,15829,365,2861,18%,2689,62,-2.5&,172,3.96,-2.3%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Puglia,1499,100451,54735,1366,1551,3%,1376,34,1&,175,4.37,7.4%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Sardegna,305,33493,17142,1051,543,3%,496,30,-1.6&,47,2.88,-6%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Sicilia,1839,106322,40398,813,1461,4%,1256,25,0.8&,205,4.13,2.5%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Toscana,529,124479,9105,245,931,10%,792,21,-1.9&,139,3.73,0%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Umbria,295,30649,4237,481,326,8%,279,32,-0.4&,47,5.34,9.3%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Valle d'Aosta,22,7486,437,348,51,12%,50,40,-7.4&,1,0.8,0%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Veneto,3100,283819,89451,1823,2889,3%,2540,52,-0.4&,349,7.11,-2.2%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
Italia,19978,2257866,572842,951,25853,5%,23260,39,-0.2&,2593,4.3,0.2%,Dati della Protezione Civile del 09 Gennaio 2021 ore 20:52
