Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,170,69.650,9.505,728,545,6%,494,38,-390%,51,391,-190%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Basilicata,146,22.400,5.786,1.039,182,3%,172,31,240%,10,180,-2310%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Calabria,450,55.595,14.034,729,525,4%,478,25,060%,47,244,000%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Campania,1.750,373.499,91.787,1.586,1.677,2%,1.524,26,-080%,153,264,200%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Emilia-Romagna,740,359.941,60.963,1.365,2.462,4%,2.171,49,-380%,291,651,-170%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Friuli Venezia Giulia,277,103.452,8.958,740,395,4%,344,28,-730%,51,421,-190%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Lazio,926,312.354,49.176,838,3.135,6%,2.782,47,110%,353,602,-460%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Liguria,292,96.683,6.483,420,666,10%,596,39,-030%,70,454,-670%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Lombardia,1.670,784.229,58.319,577,5.314,9%,4.639,46,030%,675,668,-470%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Marche,211,94.848,7.261,478,631,9%,546,36,-390%,85,560,-340%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Molise,3,12.888,585,194,54,9%,41,14,000%,13,430,-710%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
P.A. Bolzano,56,70.455,413,78,68,16%,58,11,-1080%,10,188,-910%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
P.A. Trento,85,43.148,1.253,231,149,12%,119,22,-1050%,30,553,710%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Piemonte,988,335.463,20.764,478,3.034,15%,2.753,63,-960%,281,647,-070%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Puglia,1.180,221.995,49.799,1.242,2.153,4%,1.893,47,-020%,260,649,000%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Sardegna,271,52.013,17.979,1.103,435,2%,377,23,270%,58,356,-490%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Sicilia,1.148,197.790,24.899,501,1.435,6%,1.255,25,-060%,180,362,230%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Toscana,644,217.993,25.071,673,1.822,7%,1.553,42,-150%,269,723,-150%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Umbria,102,53.322,3.304,375,247,7%,212,24,-660%,35,398,-280%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Valle d'Aosta,35,10.468,921,734,65,7%,53,42,-1170%,12,956,-770%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Veneto,930,402.877,25.455,519,1.412,6%,1.195,24,-090%,217,442,-880%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
Italia,12.074,3.891.063,482.715,801,26.406,5%,23.255,39,-210%,3.151,523,-290%,Dati della Protezione Civile del 20 Aprile 2021 ore 18:05
