Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,159,1382,2,181,0,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Basilicata,31,336,0,79,13,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Calabria,142,952,5,179,0,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Campania,281,3878,10,575,0,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Emilia-Romagna,927,9001,29,889,0,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,237,1277,11,175,0,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Lazio,500,6421,35,943,243,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Liguria,186,1581,7,218,12,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Lombardia,953,10457,14,1810,0,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Marche,103,983,2,230,48,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Molise,8,176,0,39,26,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
P.A. Bolzano,144,500,5,100,20,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
P.A. Trento,84,517,3,90,0,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Piemonte,657,6794,16,628,99,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Puglia,134,2735,5,405,0,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Sardegna,94,1602,6,204,16,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Sicilia,229,3293,14,799,0,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Toscana,369,5033,18,570,13,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Umbria,169,662,5,86,41,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Valle d'Aosta,21,67,0,13,21,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Veneto,559,6000,29,1000,0,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
Italia,5987,63647,216,9213,552,Dati della Protezione Civile del 10 Ottobre 2022 ore 23:45
