Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,657,1486,87,210,0,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Basilicata,95,418,12,88,13,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Calabria,211,913,23,152,25,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Campania,1358,4175,140,620,36,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Emilia-Romagna,2663,6277,266,760,0,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Friuli Venezia Giulia,396,1277,64,175,0,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Lazio,1872,6421,248,943,193,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Liguria,517,1799,56,216,18,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Lombardia,4804,11269,543,1416,114,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Marche,593,1176,92,233,40,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Molise,96,221,19,39,0,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
P.A. Bolzano,194,542,36,100,0,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
P.A. Trento,179,584,48,90,15,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Piemonte,2223,5824,185,628,99,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Puglia,1282,3623,161,569,80,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Sardegna,192,1602,25,208,35,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Sicilia,670,3907,120,834,196,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Toscana,1053,5033,183,582,21,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Umbria,431,852,86,139,2,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Valle d'Aosta,10,227,2,20,12,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Veneto,878,6000,129,1000,0,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Italia,20374,63626,2525,9022,899,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
