Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,329,1382,11,181,0,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Basilicata,104,391,3,79,13,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Calabria,255,1009,18,194,0,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Campania,724,3996,39,567,0,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Emilia-Romagna,1349,9001,29,889,0,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Friuli Venezia Giulia,163,1277,3,175,0,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Lazio,1127,6421,62,943,243,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Liguria,312,1646,14,218,12,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Lombardia,1183,10457,36,1810,0,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Marche,170,1006,5,232,52,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Molise,39,176,1,39,26,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
P.A. Bolzano,44,500,1,100,20,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
P.A. Trento,66,517,4,90,0,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Piemonte,771,6794,16,628,99,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Puglia,525,2903,26,503,0,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Sardegna,308,1602,12,204,16,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Sicilia,802,3727,46,822,0,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Toscana,600,5033,19,570,10,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Umbria,209,662,4,86,41,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Valle d'Aosta,21,163,0,34,0,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Veneto,637,6000,17,1000,0,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
Italia,9738,64663,366,9364,532,Dati della Protezione Civile del 01 Maggio 2022 ore 23:45
