Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,14,81.380,1.672,129,59,4%,54,4,190%,5,039,000%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Basilicata,6,30.268,1.208,218,33,3%,32,6,-300%,1,018,000%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Calabria,72,84.197,3.359,177,146,4%,132,7,000%,14,074,-670%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Campania,163,457.485,6.672,117,226,3%,209,4,300%,17,030,-560%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Emilia-Romagna,244,424.922,14.581,327,427,3%,377,8,190%,50,112,640%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Friuli Venezia Giulia,19,113.992,935,78,47,5%,37,3,000%,10,083,1110%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Lazio,240,385.700,9.406,163,422,4%,365,6,310%,57,099,180%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Liguria,38,112.953,1.050,69,57,5%,51,3,-730%,6,039,2000%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Lombardia,106,884.920,10.009,100,403,4%,347,3,-330%,56,056,-180%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Marche,18,114.092,2.515,166,59,2%,41,3,510%,18,119,-530%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Molise,2,14.514,100,33,3,3%,2,1,000%,1,033,000%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
P.A. Bolzano,2,77.112,825,155,37,4%,32,6,1430%,5,094,000%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
P.A. Trento,4,48.474,346,63,21,6%,16,3,000%,5,092,2500%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Piemonte,78,379.607,3.524,82,214,6%,191,4,110%,23,053,000%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Puglia,64,269.102,2.593,66,166,6%,150,4,640%,16,040,-590%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Sardegna,36,75.426,1.965,122,127,6%,110,7,280%,17,105,1330%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Sicilia,183,299.805,13.617,279,486,4%,436,9,280%,50,103,000%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Toscana,131,283.135,6.468,175,269,4%,235,6,260%,34,092,-290%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Umbria,10,63.927,770,88,50,6%,44,5,-640%,6,069,2000%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Valle d'Aosta,1,12.159,90,72,3,3%,3,2,000%,0,000,000%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Veneto,181,470.476,10.391,213,214,2%,168,3,-120%,46,094,450%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Italia,1.612,4.683.646,92.096,154,3.469,4%,3.032,5,140%,437,073,140%,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
