Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,168,1382,1,181,0,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Basilicata,27,336,1,79,13,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Calabria,157,952,5,179,0,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Campania,281,3878,15,575,0,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Emilia-Romagna,954,9001,31,889,0,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,232,1277,12,175,0,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Lazio,534,6421,36,943,243,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Liguria,200,1583,6,218,12,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Lombardia,1101,10457,14,1810,0,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Marche,113,983,1,230,48,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Molise,7,176,0,39,26,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
P.A. Bolzano,127,500,5,100,20,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
P.A. Trento,95,517,3,90,0,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Piemonte,723,6794,18,628,99,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Puglia,126,2735,8,405,0,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Sardegna,98,1602,3,204,16,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Sicilia,231,3257,17,790,0,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Toscana,439,5033,19,570,13,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Umbria,177,662,1,86,41,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Valle d'Aosta,31,67,0,13,21,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Veneto,663,6000,32,1000,0,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
Italia,6484,63613,228,9204,552,Dati della Protezione Civile del 12 Ottobre 2022 ore 23:45
