Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,81,1369,4,185,23,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Basilicata,42,452,0,88,13,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Calabria,168,923,12,156,25,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Campania,482,4056,43,583,73,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Emilia-Romagna,335,6538,63,760,0,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Friuli Venezia Giulia,21,1277,3,175,0,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Lazio,543,6421,108,943,193,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Liguria,68,1703,20,214,12,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Lombardia,721,7502,130,1416,114,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Marche,76,1135,10,210,61,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Molise,8,221,0,39,0,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
P.A. Bolzano,12,431,1,100,0,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
P.A. Trento,14,517,4,60,15,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Piemonte,367,5824,49,628,99,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Puglia,308,3434,24,549,0,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Sardegna,87,1602,5,216,33,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Sicilia,362,3366,38,739,196,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Toscana,255,5033,76,474,26,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Umbria,42,662,5,111,13,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Valle d'Aosta,5,205,0,30,6,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Veneto,156,6000,31,1000,0,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Italia,4153,58671,626,8676,902,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
