Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,3.912,151.824,57.620,4.498,373,1%,338,26,000%,35,273,940%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Basilicata,919,45.366,11.908,2.184,74,1%,73,13,-390%,1,018,-5000%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Calabria,2.288,133.377,30.861,1.659,432,1%,394,21,-390%,38,204,000%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Campania,27.034,759.638,205.402,3.652,1.205,1%,1.126,20,320%,79,140,-710%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Emilia-Romagna,18.631,730.330,242.685,5.467,2.335,1%,2.187,49,100%,148,333,-260%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Friuli Venezia Giulia,4.651,191.975,40.755,3.392,391,1%,351,29,-060%,40,333,810%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Lazio,12.027,644.960,188.372,3.287,1.831,1%,1.629,28,290%,202,353,310%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Liguria,5.984,199.947,20.484,1.349,727,4%,687,45,010%,40,263,-700%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Lombardia,41.050,1.641.383,550.496,5.515,3.570,1%,3.317,33,360%,253,253,-120%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Marche,2.393,165.421,10.953,731,326,3%,268,18,590%,58,387,180%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Molise,798,21.549,5.887,2.000,24,0%,22,7,000%,2,068,000%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
P.A. Bolzano,2.310,117.581,15.970,2.986,90,1%,73,14,-520%,17,318,000%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
P.A. Trento,2.278,85.240,25.527,4.708,157,1%,130,24,660%,27,498,-360%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Piemonte,17.147,641.351,156.814,3.668,2.081,1%,1.934,45,120%,147,344,-070%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Puglia,3.993,367.476,65.781,1.672,541,1%,490,12,320%,51,130,410%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Sardegna,1.307,101.554,17.848,1.122,242,1%,215,14,-050%,27,170,-360%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Sicilia,13.048,483.432,140.923,2.915,1.441,1%,1.276,26,430%,165,341,120%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Toscana,13.341,534.357,178.714,4.839,1.276,1%,1.153,31,410%,123,333,080%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Umbria,2.680,119.859,34.324,3.966,222,1%,208,24,510%,14,162,000%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Valle d'Aosta,622,21.887,5.541,4.465,56,1%,51,41,-380%,5,403,-1670%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Veneto,19.811,812.561,215.195,4.419,1.584,1%,1.387,28,-780%,197,405,-250%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
Italia,196.224,7.971.068,2.222.060,3.751,18.978,1%,17.309,29,140%,1.669,282,-050%,Dati della Protezione Civile del 12 Gennaio 2022 ore 18:50
