Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,7,82.372,1.517,117,66,4%,59,5,540%,7,054,1670%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Basilicata,6,30.637,782,141,21,3%,21,4,000%,0,000,000%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Calabria,106,86.582,2.792,147,86,3%,80,4,260%,6,032,-1430%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Campania,253,463.687,7.135,125,200,3%,183,3,640%,17,030,-1500%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Emilia-Romagna,362,430.099,9.485,212,319,3%,287,6,180%,32,072,-300%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Friuli Venezia Giulia,71,115.766,1.308,108,62,5%,54,4,190%,8,066,000%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Lazio,386,391.963,8.906,155,407,5%,358,6,690%,49,085,-200%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Liguria,46,114.278,924,61,72,8%,62,4,510%,10,066,000%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Lombardia,119,891.444,8.492,85,328,4%,280,3,140%,48,048,000%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Marche,45,115.565,1.974,130,58,3%,44,3,230%,14,093,1670%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Molise,5,14.617,98,33,7,7%,6,2,2000%,1,033,000%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
P.A. Bolzano,22,78.289,895,168,50,6%,44,8,1580%,6,113,2000%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
P.A. Trento,18,49.060,346,63,12,3%,10,2,6670%,2,037,000%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Piemonte,105,383.473,3.764,87,206,5%,186,4,050%,20,046,000%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Puglia,82,271.538,2.358,60,150,6%,132,3,480%,18,046,590%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Sardegna,13,75.983,1.345,83,51,4%,44,3,-220%,7,043,000%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Sicilia,443,306.101,7.030,144,329,5%,290,6,860%,39,080,-710%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Toscana,211,287.722,5.114,138,259,5%,235,6,490%,24,065,000%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Umbria,14,64.772,882,101,41,5%,35,4,290%,6,069,2000%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Valle d'Aosta,1,12.277,89,71,6,7%,6,5,000%,0,000,000%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Veneto,220,477.495,9.418,193,187,2%,163,3,060%,24,049,000%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Italia,2.535,4.743.720,74.654,125,2.917,4%,2.579,4,430%,338,057,-090%,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
