Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,210,43214,10062,771,458,5%,414,32,3.2&,44,3.37,-6.4%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Basilicata,55,13299,3861,693,74,2%,72,13,1.4&,2,0.36,0%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Calabria,166,33108,8614,448,288,3%,264,14,-4.3&,24,1.25,14.3%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Campania,919,224098,61859,1069,1583,3%,1480,26,3&,103,1.78,6.2%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Emilia-Romagna,879,220575,45312,1014,2374,5%,2176,49,-0.2&,198,4.43,-4.3%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Friuli Venezia Giulia,258,67921,11226,927,640,6%,579,48,-2.4&,61,5.04,0%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Lazio,842,207007,60773,1036,2625,4%,2336,40,-1.6&,289,4.93,0.3%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Liguria,238,70055,4385,284,694,16%,630,41,-0.2&,64,4.15,-1.5%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Lombardia,912,540059,46559,461,3905,8%,3544,35,1.6&,361,3.57,-2.7%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Marche,333,56009,8681,572,612,7%,544,36,1.7&,68,4.48,-5.6%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Molise,31,8439,1178,390,66,6%,58,19,-4.9&,8,2.65,-11.1%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
P.A. Bolzano,639,41122,5008,941,267,5%,233,44,0&,34,6.39,0%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
P.A. Trento,172,27752,2396,441,208,9%,174,32,-3.3&,34,6.26,-2.9%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Piemonte,765,224376,12125,279,2290,19%,2138,49,-0.6&,152,3.5,-0.7%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Puglia,879,124165,51702,1290,1602,3%,1432,36,1.5&,170,4.24,-0.6%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Sardegna,71,38731,15192,932,464,3%,430,26,-2.1&,34,2.09,-12.8%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Sicilia,984,137853,41613,838,1529,4%,1327,27,-0.7&,202,4.07,-1%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Toscana,399,135228,9202,247,778,8%,669,18,2&,109,2.93,7.9%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Umbria,283,36477,5772,656,430,7%,369,42,1.7&,61,6.93,5.2%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Valle d'Aosta,4,7804,201,160,28,14%,25,20,-24.2&,3,2.39,0%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Veneto,621,313316,32044,653,1616,5%,1423,29,0.9&,193,3.93,-9.8%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
Italia,9660,2570608,437765,727,22531,5%,20317,34,0.3&,2214,3.68,-1.7%,Dati della Protezione Civile del 02 Febbraio 2021 ore 19:09
