Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,38,74.399,1.652,128,85,5%,81,6,000%,4,031,000%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Basilicata,36,26.596,3.037,549,42,1%,42,8,-230%,0,000,000%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Calabria,78,67.950,8.276,437,180,2%,168,9,-230%,12,063,-770%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Campania,209,422.006,61.251,1.072,525,1%,482,8,-690%,43,075,000%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Emilia-Romagna,145,385.321,9.220,207,398,4%,335,8,-690%,63,141,-870%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Friuli Venezia Giulia,42,107.299,4.657,386,24,1%,21,2,-870%,3,025,000%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Lazio,194,343.947,8.142,141,651,8%,543,9,-750%,108,188,090%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Liguria,28,103.010,528,35,88,17%,68,4,-290%,20,131,000%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Lombardia,352,838.693,18.871,188,851,5%,721,7,-440%,130,130,-910%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Marche,46,103.301,2.989,198,86,3%,76,5,-380%,10,066,-910%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Molise,6,13.625,90,30,8,9%,8,3,1430%,0,000,000%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
P.A. Bolzano,28,73.141,482,90,13,3%,12,2,000%,1,019,000%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
P.A. Trento,14,45.640,325,60,18,6%,14,3,-1250%,4,073,-3330%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Piemonte,137,361.871,3.020,70,416,14%,367,9,-490%,49,114,-750%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Puglia,123,251.880,14.877,376,332,2%,308,8,-720%,24,061,-400%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Sardegna,19,56.956,12.133,753,92,1%,87,5,-740%,5,031,-1670%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Sicilia,284,228.621,7.361,151,400,5%,362,7,-080%,38,078,-260%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Toscana,174,242.960,4.972,135,331,7%,255,7,-230%,76,206,-500%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Umbria,30,56.619,1.125,129,47,4%,42,5,000%,5,057,000%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Valle d'Aosta,8,11.649,116,93,5,4%,5,4,000%,0,000,000%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Veneto,88,424.384,6.185,127,187,3%,156,3,-1090%,31,064,-610%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
Italia,2.079,4.239.868,169.309,284,4.779,3%,4.153,7,-520%,626,105,-530%,Dati della Protezione Civile del 10 Giugno 2021 ore 18:32
