Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,767,586.513,14.805,1.156,175,1%,167,13,060%,8,062,1430%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Basilicata,159,188.687,4.832,886,31,1%,29,5,-1470%,2,037,10000%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Calabria,619,579.770,9.556,514,137,1%,133,7,080%,4,021,000%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Campania,1.763,2.290.097,43.377,771,281,1%,269,5,040%,12,021,910%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Emilia-Romagna,2.660,1.955.073,39.001,879,1.156,3%,1.123,25,150%,33,074,1000%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,760,524.235,9.632,802,201,2%,198,16,-250%,3,025,-4000%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Lazio,2.900,2.162.871,53.956,942,668,1%,636,11,290%,32,056,000%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Liguria,748,603.377,8.745,576,261,3%,253,17,450%,8,053,000%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Lombardia,5.504,3.773.197,73.729,739,1.084,1%,1.060,11,-430%,24,024,430%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Marche,737,652.522,7.392,493,151,2%,145,10,-200%,6,040,-1430%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Molise,105,93.679,4.326,1.470,6,0%,4,1,-3330%,2,068,10000%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
P.A. Bolzano,291,281.277,3.648,682,76,2%,76,14,-1460%,0,000,000%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
P.A. Trento,269,229.201,2.672,493,79,3%,76,14,-730%,3,055,000%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Piemonte,1.999,1.585.394,43.565,1.019,678,2%,666,16,-210%,12,028,-770%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Puglia,1.209,1.516.104,14.265,363,181,1%,172,4,680%,9,023,1250%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Sardegna,618,467.466,7.863,495,94,1%,86,5,-110%,8,050,1430%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Sicilia,1.472,1.686.840,20.428,423,307,2%,291,6,-100%,16,033,-1110%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Toscana,1.918,1.466.289,50.180,1.359,484,1%,467,13,-170%,17,046,630%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Umbria,600,400.295,6.300,728,236,4%,230,27,000%,6,069,000%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Valle d'Aosta,51,47.499,1.085,874,15,1%,15,12,-630%,0,000,000%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Veneto,3.891,2.413.838,56.549,1.161,751,1%,728,15,-110%,23,047,000%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
Italia,29.040,23.504.224,475.906,803,7.052,1%,6.824,12,-080%,228,038,220%,Dati della Protezione Civile del 28 Ottobre 2022 ore 23:45
