Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.693,381.731,56.342,4.398,325,1%,316,25,-310%,9,070,-1820%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Basilicata,509,130.041,29.949,5.494,113,0%,110,20,190%,3,055,-2500%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Calabria,1.591,365.531,79.181,4.256,270,0%,256,14,-040%,14,075,-670%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Campania,5.112,1.629.315,163.897,2.914,739,0%,700,12,-180%,39,069,-710%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Emilia-Romagna,4.041,1.428.299,53.318,1.201,1.364,3%,1.330,30,-010%,34,077,630%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Friuli Venezia Giulia,858,367.001,23.888,1.988,180,1%,171,14,120%,9,075,5000%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Lazio,3.951,1.503.524,151.184,2.638,1.175,1%,1.115,19,-480%,60,105,340%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Liguria,1.252,432.099,15.163,999,286,2%,271,18,-560%,15,099,-1180%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Lombardia,6.362,2.794.742,147.854,1.481,1.216,1%,1.179,12,-090%,37,037,280%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Marche,1.469,451.188,6.800,454,165,2%,161,11,-420%,4,027,-2000%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Molise,344,61.399,9.038,3.071,31,0%,29,10,-2160%,2,068,000%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
P.A. Bolzano,317,212.482,3.478,650,41,1%,41,8,-470%,0,000,-10000%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
P.A. Trento,353,162.681,3.495,645,71,2%,69,13,-550%,2,037,000%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Piemonte,2.824,1.156.622,61.780,1.445,752,1%,735,17,-120%,17,040,1330%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Puglia,3.908,1.083.293,97.105,2.468,546,1%,521,13,-440%,25,064,000%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Sardegna,1.383,286.484,27.061,1.702,284,1%,275,17,-280%,9,057,000%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Sicilia,3.263,1.129.474,114.197,2.363,797,1%,755,16,-080%,42,087,000%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Toscana,2.712,1.109.558,45.775,1.240,567,1%,542,15,-440%,25,068,000%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Umbria,889,272.125,11.083,1.281,222,2%,216,25,-090%,6,069,-1430%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Valle d'Aosta,80,35.397,1.442,1.162,27,2%,27,22,000%,0,000,000%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Veneto,5.344,1.689.640,63.094,1.296,582,1%,565,12,-520%,17,035,000%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
Italia,48.255,16.682.626,1.165.124,1.967,9.753,1%,9.384,16,-240%,369,062,-050%,Dati della Protezione Civile del 05 Maggio 2022 ore 23:45
