Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,264,68.527,10.266,786,615,6%,557,43,070%,58,444,-170%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Basilicata,211,21.452,5.402,970,181,3%,169,30,000%,12,215,000%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Calabria,540,53.024,13.024,677,520,4%,476,25,110%,44,229,230%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Campania,2.212,362.265,91.508,1.582,1.712,2%,1.585,27,-040%,127,220,-450%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Emilia-Romagna,859,353.761,65.117,1.458,2.907,4%,2.590,58,-240%,317,710,-420%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Friuli Venezia Giulia,226,102.088,10.326,852,543,5%,471,39,-450%,72,594,-400%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Lazio,1.230,305.169,51.232,873,3.375,7%,2.977,51,-280%,398,679,150%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Liguria,410,94.879,7.194,466,717,10%,633,41,-380%,84,544,-340%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Lombardia,2.153,772.038,70.064,693,6.370,9%,5.589,55,-240%,781,773,-080%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Marche,415,93.230,7.856,517,787,10%,671,44,-590%,116,764,-870%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Molise,45,12.688,618,204,61,10%,44,15,-430%,17,562,1330%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
P.A. Bolzano,53,70.167,264,50,86,33%,74,14,000%,12,226,-770%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
P.A. Trento,133,42.697,1.481,273,172,12%,135,25,-820%,37,682,000%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Piemonte,1.439,329.708,25.258,582,3.741,15%,3.430,79,-270%,311,716,-160%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Puglia,1.488,214.024,51.789,1.292,2.205,4%,1.935,48,-160%,270,674,310%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Sardegna,502,50.245,17.680,1.084,407,2%,350,21,290%,57,350,180%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Sicilia,1.542,190.523,24.132,486,1.415,6%,1.230,25,130%,185,372,510%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Toscana,1.168,212.025,27.077,727,1.946,7%,1.664,45,000%,282,758,-040%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Umbria,137,52.730,3.788,430,300,8%,262,30,-610%,38,432,-730%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Valle d'Aosta,60,10.195,1.142,910,78,7%,66,53,-290%,12,956,000%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Veneto,1.081,397.758,29.442,600,1.721,6%,1.461,30,-480%,260,530,-330%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
Italia,16.168,3.809.193,514.660,854,29.859,6%,26.369,44,-220%,3.490,579,-100%,Dati della Protezione Civile del 14 Aprile 2021 ore 18:32
