Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,254,411.542,17.042,1.330,130,1%,129,10,-370%,1,008,000%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Basilicata,113,139.638,13.634,2.501,44,0%,43,8,240%,1,018,000%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Calabria,364,396.362,31.540,1.695,157,0%,154,8,-310%,3,016,000%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Campania,986,1.734.070,122.902,2.185,307,0%,290,5,-170%,17,030,3080%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Emilia-Romagna,1.265,1.506.612,18.330,413,709,4%,680,15,330%,29,065,360%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Friuli Venezia Giulia,121,383.097,20.153,1.677,94,0%,91,8,1230%,3,025,000%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Lazio,1.700,1.609.763,118.561,2.069,501,0%,472,8,400%,29,051,000%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Liguria,197,455.461,5.152,339,144,3%,140,9,-540%,4,026,3330%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Lombardia,1.259,2.924.839,80.579,807,466,1%,445,4,400%,21,021,500%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Marche,230,478.973,3.319,222,61,2%,57,4,000%,4,027,3330%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Molise,52,67.004,2.895,984,12,0%,11,4,3750%,1,034,000%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
P.A. Bolzano,91,220.334,1.687,315,48,3%,47,9,2700%,1,019,000%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
P.A. Trento,44,169.113,1.234,228,32,3%,31,6,2400%,1,018,000%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Piemonte,547,1.209.936,25.834,604,247,1%,239,6,-080%,8,019,-1110%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Puglia,719,1.148.602,19.318,491,248,1%,237,6,-210%,11,028,1000%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Sardegna,448,321.170,11.190,704,108,1%,101,6,860%,7,044,000%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Sicilia,757,1.221.603,62.875,1.301,581,1%,555,11,260%,26,054,830%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Toscana,434,1.163.981,24.395,661,219,1%,206,6,1200%,13,035,000%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Umbria,177,291.204,7.150,826,95,1%,94,11,-110%,1,012,000%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Valle d'Aosta,8,36.941,390,314,10,3%,9,7,000%,1,081,000%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Veneto,605,1.773.798,28.748,590,190,1%,179,4,-430%,11,023,000%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
Italia,10.371,17.664.043,616.928,1.041,4.403,1%,4.210,7,220%,193,033,550%,Dati della Protezione Civile del 13 Giugno 2022 ore 23:45
