Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,392,63933,10450,800,700,7%,615,47,-1%,85,6.51,7.6%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Basilicata,143,18867,4618,829,172,4%,157,28,0.6%,15,2.69,0%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Calabria,412,45236,9623,500,375,4%,340,18,2.7%,35,1.82,2.9%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Campania,1947,328227,96251,1664,1767,2%,1586,27,0.6%,181,3.13,-1.6%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Emilia-Romagna,2391,326776,71859,1609,3914,5%,3515,79,-1.2%,399,8.93,-0.7%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Friuli Venezia Giulia,768,94980,16020,1322,728,5%,650,54,0.8%,78,6.44,0%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Lazio,2006,276990,49219,839,3152,6%,2792,48,1%,360,6.14,1.4%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Liguria,487,87194,6326,410,672,11%,605,39,2.7%,67,4.34,3.1%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Lombardia,5077,718073,104655,1036,7959,8%,7111,70,-0.3%,848,8.39,0.4%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Marche,674,85770,10112,666,959,9%,807,53,0.4%,152,10.01,-3.2%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Molise,53,12128,1039,344,94,9%,77,25,-11.5%,17,5.62,6.3%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
P.A. Bolzano,153,68452,931,175,137,15%,108,20,1.9%,29,5.45,-6.5%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
P.A. Trento,238,40387,3280,604,238,7%,194,36,-4.4%,44,8.11,-2.2%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Piemonte,2117,299438,35135,809,4117,12%,3759,87,2.2%,358,8.25,0.3%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Puglia,2162,184941,44796,1118,1997,4%,1766,44,0.2%,231,5.76,0%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Sardegna,178,44119,13472,826,200,1%,170,10,-1.7%,30,1.84,11.1%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Sicilia,892,169808,16403,330,920,6%,799,16,-1.7%,121,2.44,2.5%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Toscana,1425,188800,27226,731,1730,6%,1473,40,0.2%,257,6.9,0%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Umbria,320,50127,5250,596,433,8%,376,43,0.3%,57,6.48,-9.5%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Valle d'Aosta,57,8873,690,550,31,4%,24,19,-14.3%,7,5.58,40%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Veneto,2095,375500,39356,802,1805,5%,1548,32,-0.5%,257,5.24,0.4%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
Italia,23987,3488619,566711,941,32100,6%,28472,47,0.2%,3628,6.02,0.2%,Dati della Protezione Civile del 26 Marzo 2021 ore 19:16
