Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,8,81.067,1.892,146,67,4%,62,5,510%,5,039,2500%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Basilicata,1,29.960,1.185,214,51,4%,48,9,2310%,3,054,000%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Calabria,107,83.378,3.977,210,172,4%,159,8,130%,13,069,830%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Campania,173,455.536,7.302,128,277,4%,258,5,-040%,19,033,560%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Emilia-Romagna,289,422.939,13.942,312,437,3%,390,9,100%,47,105,-210%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Friuli Venezia Giulia,16,113.509,1.055,87,49,5%,41,3,250%,8,066,-1110%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Lazio,217,383.686,10.076,175,452,4%,393,7,030%,59,103,170%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Liguria,3,112.445,1.098,72,62,6%,54,4,-360%,8,052,000%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Lombardia,136,882.560,10.863,108,451,4%,389,4,260%,62,062,160%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Marche,26,113.643,2.654,175,76,3%,55,4,000%,21,139,000%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Molise,0,14.494,149,50,4,3%,2,1,-3330%,2,067,000%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
P.A. Bolzano,5,76.715,828,155,33,4%,24,5,910%,9,169,000%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
P.A. Trento,5,48.278,335,61,22,7%,20,4,530%,2,037,000%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Piemonte,118,378.436,3.750,87,233,6%,208,5,450%,25,058,870%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Puglia,57,268.244,2.866,72,182,6%,164,4,-120%,18,046,-530%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Sardegna,21,75.090,2.548,158,158,6%,143,9,-210%,15,093,-1180%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Sicilia,227,296.749,16.833,345,615,4%,543,11,170%,72,148,-140%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Toscana,164,281.451,7.360,199,334,5%,284,8,360%,50,135,640%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Umbria,18,63.673,959,110,43,4%,41,5,-680%,2,023,000%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Valle d'Aosta,0,12.110,63,50,3,5%,3,2,000%,0,000,000%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Veneto,181,468.124,11.345,233,254,2%,206,4,150%,48,098,210%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
Italia,1.772,4.662.087,101.080,169,3.975,4%,3.487,6,150%,488,082,100%,Dati della Protezione Civile del 27 Settembre 2021 ore 18:45
