Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,556,28024,18192,1393,790,4%,714,55,"8,30%",76,"5,82","1,30%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Basilicata,92,8142,6192,1112,172,3%,150,27,"6,40%",22,"3,95","-12,00%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Calabria,270,16714,10970,570,442,4%,400,21,"-1,20%",42,"2,18","-2,30%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Campania,1626,155319,104527,1807,2323,2%,2141,37,"-1,10%",182,"3,15","-0,50%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Emilia-Romagna,2041,123073,71734,1606,3004,4%,2755,62,"3,30%",249,"5,57","1,60%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Friuli Venezia Giulia,575,30650,14515,1198,688,5%,633,52,"2,10%",55,"4,54","-3,50%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Lazio,1589,119780,90201,1538,3734,4%,3384,58,"0,80%",350,"5,97","-1,40%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Liguria,236,51684,12216,792,1110,9%,997,65,"2,80%",113,"7,32","1,80%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Lombardia,1929,407791,125408,1241,8339,7%,7433,74,"0,40%",906,"8,97","-0,10%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Marche,252,29806,17916,1180,672,4%,585,39,"-2,20%",87,"5,73","2,40%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Molise,87,4713,2720,900,76,3%,62,21,"1,60%",14,"4,63","7,70%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
P.A. Bolzano,183,23777,11322,2128,465,4%,428,80,"1,90%",37,"6,95","2,80%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
P.A. Trento,176,15733,2448,451,459,19%,415,76,"2,70%",44,"8,11","0,00%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Piemonte,1185,167516,74943,1726,5125,7%,4737,109,"0,10%",388,"8,94","0,80%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Puglia,1102,54320,38772,967,1901,5%,1692,42,"1,00%",209,"5,21","-1,40%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Sardegna,329,21475,13528,830,650,5%,580,36,"4,70%",70,"4,29","1,40%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Sicilia,1138,63686,40624,818,1773,4%,1547,31,"1,60%",226,"4,55","-6,20%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Toscana,893,103441,42026,1129,1862,4%,1584,43,"-0,40%",278,"7,47","0,00%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Umbria,68,23808,8235,935,431,5%,366,42,"3,10%",65,"7,38","0,00%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Valle d'Aosta,47,6510,1317,1049,135,10%,124,99,"-10,10%",11,"8,76","-15,40%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Veneto,2003,145592,80665,1644,2780,3%,2460,50,"0,70%",320,"6,52","2,90%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
Italia,16377,1601554,788471,1309,36931,5%,33187,55,"0,90%",3744,"6,21","-0,20%",Dati della Protezione Civile del 30 Novembre 2020 ore 19:13
