Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,5,74.622,1.217,94,45,4%,43,3,-230%,2,015,10000%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Basilicata,4,26.831,1.264,228,33,3%,33,6,000%,0,000,000%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Calabria,20,68.679,6.796,359,98,1%,87,5,-220%,11,058,000%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Campania,31,423.412,10.198,179,306,3%,282,5,-170%,24,042,430%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Emilia-Romagna,81,386.346,5.246,118,260,5%,223,5,000%,37,083,-260%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Friuli Venezia Giulia,2,107.478,4.481,371,10,0%,9,1,5000%,1,008,000%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Lazio,71,345.285,4.145,72,371,9%,295,5,-170%,76,132,-130%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Liguria,8,103.159,243,16,42,17%,34,2,000%,8,052,000%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Lombardia,83,840.772,13.647,136,468,3%,391,4,-420%,77,077,000%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Marche,0,103.539,1.939,128,35,2%,29,2,-1210%,6,040,000%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Molise,0,13.682,83,28,6,7%,6,2,000%,0,000,000%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
P.A. Bolzano,3,73.257,249,47,9,4%,6,1,000%,3,056,000%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
P.A. Trento,2,45.733,144,26,11,8%,9,2,000%,2,037,000%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Piemonte,20,362.614,1.618,38,243,15%,213,5,-320%,30,070,-630%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Puglia,19,252.882,8.420,213,195,2%,179,5,-430%,16,040,-590%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Sardegna,4,57.122,2.492,155,70,3%,65,4,-440%,5,031,000%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Sicilia,85,230.672,5.509,113,262,5%,237,5,-080%,25,051,-380%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Toscana,45,243.909,3.027,82,171,6%,133,4,-070%,38,103,000%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Umbria,4,56.775,883,101,30,3%,26,3,000%,4,046,000%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Valle d'Aosta,0,11.674,52,42,3,6%,3,2,-2500%,0,000,000%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Veneto,8,425.017,5.200,107,107,2%,87,2,-110%,20,041,000%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
Italia,495,4.253.460,76.853,129,2.775,4%,2.390,4,-220%,385,065,-100%,Dati della Protezione Civile del 21 Giugno 2021 ore 18:02
