Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,594,53545,12731,975,688,5%,614,47,0.8%,74,5.67,-5.1%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Basilicata,87,15414,3860,693,94,2%,87,16,2.4%,7,1.26,40%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Calabria,241,37533,6239,324,208,3%,189,10,1.6%,19,0.99,11.8%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Campania,2519,262843,73701,1274,1438,2%,1294,22,-0.8%,144,2.49,9.9%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Emilia-Romagna,2575,255479,39222,878,2303,6%,2092,47,1.7%,211,4.72,3.9%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Friuli Venezia Giulia,468,76003,9875,815,404,4%,348,29,3.9%,56,4.62,0%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Lazio,1539,231540,35433,604,2047,6%,1830,31,1.3%,217,3.7,-4.4%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Liguria,351,77379,5183,336,543,10%,491,32,-0.4%,52,3.37,0%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Lombardia,4557,595361,61267,606,4450,7%,4034,40,0.2%,416,4.12,2.2%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Marche,686,66471,9744,642,642,7%,561,37,0.4%,81,5.33,-3.6%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Molise,131,10484,1746,578,111,6%,95,31,-12.8%,16,5.29,6.7%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
P.A. Bolzano,350,53207,6775,1273,257,4%,223,42,-0.9%,34,6.39,0%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
P.A. Trento,351,33388,3521,649,211,6%,173,32,3%,38,7,5.6%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Piemonte,1526,245044,15123,348,2101,14%,1938,45,1.5%,163,3.75,0.6%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Puglia,1104,144874,32039,799,1410,4%,1246,31,-0.6%,164,4.09,-0.6%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Sardegna,70,41027,12817,786,246,2%,224,14,-2.2%,22,1.35,0%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Sicilia,578,151587,26597,535,908,3%,776,16,-2.9%,132,2.66,0.8%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Toscana,1254,154041,16883,454,1007,6%,844,23,-1.1%,163,4.38,2.5%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Umbria,331,44241,8328,946,519,6%,441,50,-1.6%,78,8.86,1.3%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Valle d'Aosta,13,8011,141,112,9,6%,8,6,-20%,1,0.8,0%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Veneto,1174,331451,23439,478,890,4%,784,16,-1.1%,106,2.16,0%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
Italia,20499,2888923,404664,672,20486,5%,18292,30,0.2%,2194,3.64,1.2%,Dati della Protezione Civile del 26 Febbraio 2021 ore 18:54
