Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,640,24288,16349,1252,743,5%,672,51,"1,20%",71,"5,44","-1,40%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Basilicata,58,6628,5372,965,180,3%,157,28,"0,60%",23,"4,13","0,00%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Calabria,321,14217,10146,527,482,5%,435,23,"0,50%",47,"2,44","0,00%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Campania,2158,138431,103509,1789,2532,2%,2331,40,"5,10%",201,"3,47","0,00%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Emilia-Romagna,2347,108073,69380,1553,2986,4%,2738,61,"2,70%",248,"5,55","-0,40%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Friuli Venezia Giulia,377,25035,13205,1090,620,5%,565,47,"3,70%",55,"4,54","-1,80%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Lazio,2341,104981,83889,1430,3686,4%,3351,57,"1,60%",335,"5,71","-1,20%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Liguria,285,48412,15321,993,1370,9%,1248,81,"-0,40%",122,"7,91","0,00%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Lombardia,5289,376899,149918,1484,9276,6%,8331,82,"-0,70%",945,"9,35","-0,40%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Marche,161,26755,15462,1018,640,4%,550,36,"1,50%",90,"5,93","2,30%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Molise,91,4000,2408,797,67,3%,57,19,"11,80%",10,"3,31","-9,10%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
P.A. Bolzano,260,21460,11615,2183,511,4%,473,89,"4,40%",38,"7,14","0,00%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
P.A. Trento,93,14225,2518,464,476,19%,433,80,"3,10%",43,"7,92","4,90%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Piemonte,1730,151305,76923,1772,5511,7%,5112,118,"-0,40%",399,"9,19","0,30%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Puglia,980,44487,31979,798,1690,5%,1499,37,"3,50%",191,"4,77","1,60%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Sardegna,505,18998,12464,764,584,5%,512,31,"1,80%",72,"4,42","2,90%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Sicilia,1249,54378,37913,763,1847,5%,1604,32,"0,40%",243,"4,89","0,80%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Toscana,1323,96028,52419,1408,2128,4%,1832,49,"2,60%",296,"7,95","-0,70%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Umbria,105,21874,10483,1191,449,4%,371,42,"0,80%",78,"8,86","4,00%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Valle d'Aosta,77,6099,1849,1473,159,9%,146,116,"1,40%",13,"10,36","-7,10%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Veneto,2540,125222,73727,1502,2570,3%,2280,46,"3,10%",290,"5,91","3,20%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
Italia,22930,1431795,796849,1323,38507,5%,34697,58,"1,20%",3810,"6,32","0,20%",Dati della Protezione Civile del 23 Novembre 2020 ore 18:53
