Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,76,1324,13,177,23,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Basilicata,45,368,0,88,13,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Calabria,150,945,15,169,2,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Campania,352,3849,20,548,195,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Emilia-Romagna,403,7920,46,889,0,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Friuli Venezia Giulia,40,1277,11,175,0,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Lazio,457,6421,71,943,0,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Liguria,77,1695,12,218,12,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Lombardia,331,6369,42,1416,114,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Marche,69,971,16,212,61,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Molise,8,176,0,39,26,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
P.A. Bolzano,19,500,5,100,20,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
P.A. Trento,24,517,0,90,0,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Piemonte,146,5824,13,628,99,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Puglia,238,2741,22,482,0,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Sardegna,240,1602,20,204,16,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Sicilia,798,3822,104,926,0,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Toscana,413,4973,47,570,34,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Umbria,45,684,7,91,36,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Valle d'Aosta,2,83,0,33,0,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Veneto,178,6000,47,1000,0,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
Italia,4111,58061,511,8998,651,Dati della Protezione Civile del 28 Agosto 2021 ore 18:10
