Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,1.969,289.621,38.170,2.980,269,1%,256,20,120%,13,101,830%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Basilicata,989,95.598,20.655,3.789,93,0%,90,17,710%,3,055,000%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Calabria,2.920,262.006,62.301,3.348,379,1%,365,20,170%,14,075,-670%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Campania,7.903,1.305.393,142.246,2.529,625,0%,588,10,000%,37,066,-750%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Emilia-Romagna,3.904,1.235.389,37.644,848,918,2%,867,20,-1020%,51,115,-190%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Friuli Venezia Giulia,1.179,322.248,20.412,1.699,130,1%,125,10,-230%,5,042,-1670%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Lazio,8.986,1.187.659,104.806,1.829,1.088,1%,1.012,18,-030%,76,133,130%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Liguria,1.582,368.051,14.771,973,235,2%,227,15,320%,8,053,-2000%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Lombardia,8.052,2.440.620,136.260,1.365,938,1%,880,9,260%,58,058,000%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Marche,2.560,362.571,15.528,1.036,196,1%,187,12,330%,9,060,-1000%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Molise,433,44.629,7.273,2.471,23,0%,22,7,480%,1,034,000%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
P.A. Bolzano,605,198.987,5.776,1.080,52,1%,49,9,-930%,3,056,000%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
P.A. Trento,425,144.884,3.457,638,29,1%,28,5,-1760%,1,018,000%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Piemonte,2.736,1.017.763,48.014,1.123,597,1%,575,13,-140%,22,051,-430%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Puglia,7.392,830.341,99.911,2.540,598,1%,570,14,180%,28,071,-340%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Sardegna,1.925,207.183,28.029,1.763,345,1%,327,21,-330%,18,113,000%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Sicilia,6.107,899.837,233.166,4.824,910,0%,852,18,-070%,58,120,-330%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Toscana,5.489,926.894,41.732,1.130,719,2%,687,19,100%,32,087,1030%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Umbria,1.989,213.605,20.843,2.408,190,1%,184,21,450%,6,069,10000%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Valle d'Aosta,48,31.911,1.147,924,14,1%,14,11,-1250%,0,000,000%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Veneto,6.831,1.414.989,65.378,1.343,442,1%,414,9,-420%,28,057,770%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Italia,74.024,13.800.179,1.147.519,1.937,8.790,1%,8.319,14,-100%,471,080,-060%,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
