Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,177,1382,8,181,0,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Basilicata,27,336,2,79,14,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Calabria,142,944,9,168,0,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Campania,281,3868,11,575,0,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Emilia-Romagna,1075,9001,35,889,0,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,209,1277,6,175,0,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Lazio,620,6421,36,943,243,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Liguria,240,1579,11,218,12,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Lombardia,1176,10457,17,1810,0,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Marche,158,983,4,230,48,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Molise,11,176,0,39,26,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
P.A. Bolzano,106,500,3,100,20,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
P.A. Trento,82,517,3,90,0,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Piemonte,752,6794,16,628,99,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Puglia,152,2735,6,405,0,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Sardegna,95,1602,5,204,16,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Sicilia,279,3253,16,785,0,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Toscana,500,5033,12,570,13,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Umbria,217,662,1,86,41,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Valle d'Aosta,26,67,0,13,21,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Veneto,751,6000,33,1000,0,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
Italia,7076,63587,234,9188,553,Dati della Protezione Civile del 21 Ottobre 2022 ore 23:45
