Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,168,1382,7,181,0,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Basilicata,54,397,0,79,13,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Calabria,164,978,4,178,0,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Campania,344,4011,17,585,0,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Emilia-Romagna,745,9001,25,889,0,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Friuli Venezia Giulia,79,1277,4,175,0,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Lazio,556,6421,31,943,243,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Liguria,125,1643,7,218,12,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Lombardia,533,10457,34,1810,0,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Marche,68,983,2,230,49,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Molise,8,176,2,39,26,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
P.A. Bolzano,34,500,1,100,20,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
P.A. Trento,21,517,3,90,0,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Piemonte,261,6794,11,628,99,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Puglia,264,2903,17,503,0,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Sardegna,120,1602,9,204,16,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Sicilia,500,3608,25,794,0,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Toscana,231,5033,16,570,13,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Umbria,91,662,2,86,41,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Valle d'Aosta,7,85,0,13,21,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Veneto,216,6000,9,1000,0,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
Italia,4589,64430,226,9315,553,Dati della Protezione Civile del 02 Giugno 2022 ore 23:45
