Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,620,1495,78,215,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Basilicata,168,428,12,88,13,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Calabria,389,917,36,152,25,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Campania,1601,4223,169,620,36,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Emilia-Romagna,3540,6515,398,760,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Friuli Venezia Giulia,680,1277,86,175,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Lazio,3013,6421,380,943,193,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Liguria,641,1797,72,222,12,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Lombardia,6994,13697,870,1416,114,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Marche,807,1360,151,250,16,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Molise,72,221,15,39,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
P.A. Bolzano,98,467,23,100,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
P.A. Trento,217,594,46,90,15,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Piemonte,3837,5824,364,628,99,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Puglia,1852,3739,248,570,80,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Sardegna,200,1602,31,208,35,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Sicilia,876,3888,133,834,196,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Toscana,1532,5033,262,620,17,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Umbria,372,860,60,139,2,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Valle d'Aosta,38,227,9,30,6,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Veneto,1616,6000,278,1000,0,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Italia,29163,66585,3721,9099,859,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
