Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,214,1382,9,181,0,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Basilicata,59,395,1,79,13,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Calabria,162,984,5,194,0,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Campania,425,4017,23,585,0,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Emilia-Romagna,871,9001,25,889,0,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Friuli Venezia Giulia,100,1277,2,175,0,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Lazio,605,6421,37,943,243,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Liguria,152,1643,8,218,12,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Lombardia,700,10457,33,1810,0,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Marche,84,988,4,230,49,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Molise,12,176,3,39,26,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
P.A. Bolzano,34,500,1,100,20,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
P.A. Trento,35,517,3,90,0,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Piemonte,342,6794,16,628,99,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Puglia,323,2903,12,503,0,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Sardegna,170,1602,12,204,16,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Sicilia,532,3626,22,809,0,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Toscana,326,5033,16,570,8,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Umbria,113,662,2,86,41,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Valle d'Aosta,10,85,1,13,21,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Veneto,289,6000,17,1000,0,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
Italia,5558,64463,252,9346,548,Dati della Protezione Civile del 27 Maggio 2022 ore 23:45
