Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,2.122,332.894,43.749,3.415,323,1%,312,24,-060%,11,086,-1540%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Basilicata,701,113.541,26.719,4.901,99,0%,98,18,-300%,1,018,000%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Calabria,2.100,317.824,81.194,4.364,357,0%,338,18,-120%,19,102,000%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Campania,6.795,1.464.330,163.344,2.904,745,0%,708,13,-080%,37,066,000%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Emilia-Romagna,4.717,1.321.748,58.512,1.318,1.275,2%,1.239,28,-130%,36,081,000%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Friuli Venezia Giulia,1.206,344.065,24.449,2.035,140,1%,140,12,070%,0,000,-10000%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Lazio,7.255,1.354.268,137.853,2.406,1.186,1%,1.115,19,-420%,71,124,-140%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Liguria,1.490,397.969,17.418,1.147,264,2%,256,17,320%,8,053,1430%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Lombardia,8.540,2.611.334,164.470,1.648,1.147,1%,1.108,11,060%,39,039,-710%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Marche,1.885,408.812,10.860,725,235,2%,225,15,140%,10,067,1110%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Molise,180,52.201,8.029,2.728,32,0%,30,10,000%,2,068,10000%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
P.A. Bolzano,443,202.623,5.434,1.016,44,1%,42,8,-1060%,2,037,000%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
P.A. Trento,439,153.252,4.210,777,63,1%,60,11,-160%,3,055,000%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Piemonte,3.020,1.077.299,56.346,1.318,685,1%,664,16,200%,21,049,-450%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Puglia,5.478,969.602,109.192,2.776,711,1%,673,17,-090%,38,097,000%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Sardegna,1.462,244.879,30.372,1.910,351,1%,324,20,130%,27,170,000%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Sicilia,4.005,1.020.233,149.855,3.100,1.038,1%,976,20,-030%,62,128,-460%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Toscana,4.134,1.023.109,49.684,1.345,852,2%,810,22,-320%,42,114,1050%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Umbria,1.138,245.691,15.219,1.759,282,2%,275,32,040%,7,081,4000%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Valle d'Aosta,62,33.247,1.189,958,14,1%,13,10,-1880%,1,081,000%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Veneto,6.820,1.549.207,79.767,1.638,642,1%,617,13,150%,25,051,870%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
Italia,63.992,15.238.128,1.237.865,2.090,10.485,1%,10.023,17,-080%,462,078,000%,Dati della Protezione Civile del 09 Aprile 2022 ore 23:34
