Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,1.293,260.997,70.162,5.477,429,1%,415,32,-020%,14,109,000%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Basilicata,496,82.005,19.668,3.608,117,1%,115,21,360%,2,037,000%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Calabria,1.582,211.668,46.521,2.500,318,1%,296,16,-170%,22,118,-1200%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Campania,3.536,1.198.288,140.213,2.493,884,1%,830,15,-460%,54,096,-530%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Emilia-Romagna,2.857,1.180.240,40.199,906,1.573,4%,1.488,34,-490%,85,191,-1050%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Friuli Venezia Giulia,687,306.992,20.649,1.719,265,1%,250,21,-770%,15,125,-630%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Lazio,5.029,1.063.974,156.379,2.729,1.628,1%,1.494,26,-380%,134,234,-430%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Liguria,1.137,342.753,15.615,1.028,393,3%,369,24,-660%,24,158,000%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Lombardia,4.599,2.323.432,123.692,1.239,1.290,1%,1.187,12,-080%,103,103,-640%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Marche,1.579,323.957,23.049,1.538,249,1%,222,15,-390%,27,180,-690%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Molise,233,38.298,6.198,2.106,26,0%,23,8,000%,3,102,000%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
P.A. Bolzano,477,186.969,6.301,1.178,79,1%,76,14,-1060%,3,056,000%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
P.A. Trento,272,138.369,4.112,758,71,2%,64,12,-150%,7,129,000%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Piemonte,1.948,973.788,47.956,1.122,1.055,2%,1.016,24,-520%,39,091,-930%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Puglia,3.437,726.811,82.345,2.093,713,1%,674,17,-220%,39,099,-1140%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Sardegna,1.223,173.436,32.818,2.064,374,1%,346,22,-060%,28,176,770%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Sicilia,3.480,775.427,231.164,4.782,1.186,1%,1.112,23,-160%,74,153,720%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Toscana,2.587,850.569,36.544,990,922,3%,857,23,-410%,65,176,-580%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Umbria,876,182.465,10.282,1.188,159,2%,152,18,-380%,7,081,1670%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Valle d'Aosta,42,31.344,1.403,1.131,35,2%,31,25,000%,4,322,000%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Veneto,3.578,1.321.538,60.654,1.246,739,1%,689,14,-460%,50,103,-570%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
Italia,40.948,12.693.320,1.175.924,1.985,12.505,1%,11.706,20,-350%,799,135,-480%,Dati della Protezione Civile del 25 Febbraio 2022 ore 18:55
